item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
25,admired,embed,local,1,a,none,none,mechanic,farmer,embarrassed,herself,The mechanic that the farmer admired embarrassed herself . <eos>,The mechanic that the farmer admired embarrassed herself .
25,admired,embed,local,1,b,none,none,farmer,mechanic,embarrassed,herself,The farmer that the mechanic admired embarrassed herself . <eos>,The farmer that the mechanic admired embarrassed herself .
25,admired,embed,local,1,c,none,none,banker,farmer,embarrassed,herself,The banker that the farmer admired embarrassed herself . <eos>,The banker that the farmer admired embarrassed herself .
25,admired,embed,local,1,d,none,none,farmer,banker,embarrassed,herself,The farmer that the banker admired embarrassed herself . <eos>,The farmer that the banker admired embarrassed herself .
25,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,farmer,embarrassed,herself,The mechanics that the farmer admired embarrassed herself . <eos>,The mechanics that the farmer admired embarrassed herself .
25,admired,embed,nonlocal,0,b,matrix_subj,number,farmers,mechanic,embarrassed,herself,The farmers that the mechanic admired embarrassed herself . <eos>,The farmers that the mechanic admired embarrassed herself .
25,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,farmer,embarrassed,herself,The bankers that the farmer admired embarrassed herself . <eos>,The bankers that the farmer admired embarrassed herself .
25,admired,embed,nonlocal,0,d,matrix_subj,number,farmers,banker,embarrassed,herself,The farmers that the banker admired embarrassed herself . <eos>,The farmers that the banker admired embarrassed herself .
25,admired,embed,local,1,a,rc_subj,number,mechanic,farmers,embarrassed,herself,The mechanic that the farmers admired embarrassed herself . <eos>,The mechanic that the farmers admired embarrassed herself .
25,admired,embed,local,1,b,rc_subj,number,farmer,mechanics,embarrassed,herself,The farmer that the mechanics admired embarrassed herself . <eos>,The farmer that the mechanics admired embarrassed herself .
25,admired,embed,local,1,c,rc_subj,number,banker,farmers,embarrassed,herself,The banker that the farmers admired embarrassed herself . <eos>,The banker that the farmers admired embarrassed herself .
25,admired,embed,local,1,d,rc_subj,number,farmer,bankers,embarrassed,herself,The farmer that the bankers admired embarrassed herself . <eos>,The farmer that the bankers admired embarrassed herself .
26,admired,embed,local,1,a,none,none,mechanic,farmer,disguised,herself,The mechanic that the farmer admired disguised herself . <eos>,The mechanic that the farmer admired disguised herself .
26,admired,embed,local,1,b,none,none,farmer,mechanic,disguised,herself,The farmer that the mechanic admired disguised herself . <eos>,The farmer that the mechanic admired disguised herself .
26,admired,embed,local,1,c,none,none,banker,farmer,disguised,herself,The banker that the farmer admired disguised herself . <eos>,The banker that the farmer admired disguised herself .
26,admired,embed,local,1,d,none,none,farmer,banker,disguised,herself,The farmer that the banker admired disguised herself . <eos>,The farmer that the banker admired disguised herself .
26,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,farmer,disguised,herself,The mechanics that the farmer admired disguised herself . <eos>,The mechanics that the farmer admired disguised herself .
26,admired,embed,nonlocal,0,b,matrix_subj,number,farmers,mechanic,disguised,herself,The farmers that the mechanic admired disguised herself . <eos>,The farmers that the mechanic admired disguised herself .
26,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,farmer,disguised,herself,The bankers that the farmer admired disguised herself . <eos>,The bankers that the farmer admired disguised herself .
26,admired,embed,nonlocal,0,d,matrix_subj,number,farmers,banker,disguised,herself,The farmers that the banker admired disguised herself . <eos>,The farmers that the banker admired disguised herself .
26,admired,embed,local,1,a,rc_subj,number,mechanic,farmers,disguised,herself,The mechanic that the farmers admired disguised herself . <eos>,The mechanic that the farmers admired disguised herself .
26,admired,embed,local,1,b,rc_subj,number,farmer,mechanics,disguised,herself,The farmer that the mechanics admired disguised herself . <eos>,The farmer that the mechanics admired disguised herself .
26,admired,embed,local,1,c,rc_subj,number,banker,farmers,disguised,herself,The banker that the farmers admired disguised herself . <eos>,The banker that the farmers admired disguised herself .
26,admired,embed,local,1,d,rc_subj,number,farmer,bankers,disguised,herself,The farmer that the bankers admired disguised herself . <eos>,The farmer that the bankers admired disguised herself .
27,admired,embed,local,1,a,none,none,mechanic,farmer,hated,herself,The mechanic that the farmer admired hated herself . <eos>,The mechanic that the farmer admired hated herself .
27,admired,embed,local,1,b,none,none,farmer,mechanic,hated,herself,The farmer that the mechanic admired hated herself . <eos>,The farmer that the mechanic admired hated herself .
27,admired,embed,local,1,c,none,none,banker,farmer,hated,herself,The banker that the farmer admired hated herself . <eos>,The banker that the farmer admired hated herself .
27,admired,embed,local,1,d,none,none,farmer,banker,hated,herself,The farmer that the banker admired hated herself . <eos>,The farmer that the banker admired hated herself .
27,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,farmer,hated,herself,The mechanics that the farmer admired hated herself . <eos>,The mechanics that the farmer admired hated herself .
27,admired,embed,nonlocal,0,b,matrix_subj,number,farmers,mechanic,hated,herself,The farmers that the mechanic admired hated herself . <eos>,The farmers that the mechanic admired hated herself .
27,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,farmer,hated,herself,The bankers that the farmer admired hated herself . <eos>,The bankers that the farmer admired hated herself .
27,admired,embed,nonlocal,0,d,matrix_subj,number,farmers,banker,hated,herself,The farmers that the banker admired hated herself . <eos>,The farmers that the banker admired hated herself .
27,admired,embed,local,1,a,rc_subj,number,mechanic,farmers,hated,herself,The mechanic that the farmers admired hated herself . <eos>,The mechanic that the farmers admired hated herself .
27,admired,embed,local,1,b,rc_subj,number,farmer,mechanics,hated,herself,The farmer that the mechanics admired hated herself . <eos>,The farmer that the mechanics admired hated herself .
27,admired,embed,local,1,c,rc_subj,number,banker,farmers,hated,herself,The banker that the farmers admired hated herself . <eos>,The banker that the farmers admired hated herself .
27,admired,embed,local,1,d,rc_subj,number,farmer,bankers,hated,herself,The farmer that the bankers admired hated herself . <eos>,The farmer that the bankers admired hated herself .
28,admired,embed,local,1,a,none,none,mechanic,farmer,doubted,herself,The mechanic that the farmer admired doubted herself . <eos>,The mechanic that the farmer admired doubted herself .
28,admired,embed,local,1,b,none,none,farmer,mechanic,doubted,herself,The farmer that the mechanic admired doubted herself . <eos>,The farmer that the mechanic admired doubted herself .
28,admired,embed,local,1,c,none,none,banker,farmer,doubted,herself,The banker that the farmer admired doubted herself . <eos>,The banker that the farmer admired doubted herself .
28,admired,embed,local,1,d,none,none,farmer,banker,doubted,herself,The farmer that the banker admired doubted herself . <eos>,The farmer that the banker admired doubted herself .
28,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,farmer,doubted,herself,The mechanics that the farmer admired doubted herself . <eos>,The mechanics that the farmer admired doubted herself .
28,admired,embed,nonlocal,0,b,matrix_subj,number,farmers,mechanic,doubted,herself,The farmers that the mechanic admired doubted herself . <eos>,The farmers that the mechanic admired doubted herself .
28,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,farmer,doubted,herself,The bankers that the farmer admired doubted herself . <eos>,The bankers that the farmer admired doubted herself .
28,admired,embed,nonlocal,0,d,matrix_subj,number,farmers,banker,doubted,herself,The farmers that the banker admired doubted herself . <eos>,The farmers that the banker admired doubted herself .
28,admired,embed,local,1,a,rc_subj,number,mechanic,farmers,doubted,herself,The mechanic that the farmers admired doubted herself . <eos>,The mechanic that the farmers admired doubted herself .
28,admired,embed,local,1,b,rc_subj,number,farmer,mechanics,doubted,herself,The farmer that the mechanics admired doubted herself . <eos>,The farmer that the mechanics admired doubted herself .
28,admired,embed,local,1,c,rc_subj,number,banker,farmers,doubted,herself,The banker that the farmers admired doubted herself . <eos>,The banker that the farmers admired doubted herself .
28,admired,embed,local,1,d,rc_subj,number,farmer,bankers,doubted,herself,The farmer that the bankers admired doubted herself . <eos>,The farmer that the bankers admired doubted herself .
29,admired,embed,local,1,a,none,none,mechanic,manager,hurt,herself,The mechanic that the manager admired hurt herself . <eos>,The mechanic that the manager admired hurt herself .
29,admired,embed,local,1,b,none,none,manager,mechanic,hurt,herself,The manager that the mechanic admired hurt herself . <eos>,The manager that the mechanic admired hurt herself .
29,admired,embed,local,1,c,none,none,banker,manager,hurt,herself,The banker that the manager admired hurt herself . <eos>,The banker that the manager admired hurt herself .
29,admired,embed,local,1,d,none,none,manager,banker,hurt,herself,The manager that the banker admired hurt herself . <eos>,The manager that the banker admired hurt herself .
29,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,manager,hurt,herself,The mechanics that the manager admired hurt herself . <eos>,The mechanics that the manager admired hurt herself .
29,admired,embed,nonlocal,0,b,matrix_subj,number,managers,mechanic,hurt,herself,The managers that the mechanic admired hurt herself . <eos>,The managers that the mechanic admired hurt herself .
29,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,manager,hurt,herself,The bankers that the manager admired hurt herself . <eos>,The bankers that the manager admired hurt herself .
29,admired,embed,nonlocal,0,d,matrix_subj,number,managers,banker,hurt,herself,The managers that the banker admired hurt herself . <eos>,The managers that the banker admired hurt herself .
29,admired,embed,local,1,a,rc_subj,number,mechanic,managers,hurt,herself,The mechanic that the managers admired hurt herself . <eos>,The mechanic that the managers admired hurt herself .
29,admired,embed,local,1,b,rc_subj,number,manager,mechanics,hurt,herself,The manager that the mechanics admired hurt herself . <eos>,The manager that the mechanics admired hurt herself .
29,admired,embed,local,1,c,rc_subj,number,banker,managers,hurt,herself,The banker that the managers admired hurt herself . <eos>,The banker that the managers admired hurt herself .
29,admired,embed,local,1,d,rc_subj,number,manager,bankers,hurt,herself,The manager that the bankers admired hurt herself . <eos>,The manager that the bankers admired hurt herself .
30,admired,embed,local,1,a,none,none,mechanic,manager,injured,herself,The mechanic that the manager admired injured herself . <eos>,The mechanic that the manager admired injured herself .
30,admired,embed,local,1,b,none,none,manager,mechanic,injured,herself,The manager that the mechanic admired injured herself . <eos>,The manager that the mechanic admired injured herself .
30,admired,embed,local,1,c,none,none,banker,manager,injured,herself,The banker that the manager admired injured herself . <eos>,The banker that the manager admired injured herself .
30,admired,embed,local,1,d,none,none,manager,banker,injured,herself,The manager that the banker admired injured herself . <eos>,The manager that the banker admired injured herself .
30,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,manager,injured,herself,The mechanics that the manager admired injured herself . <eos>,The mechanics that the manager admired injured herself .
30,admired,embed,nonlocal,0,b,matrix_subj,number,managers,mechanic,injured,herself,The managers that the mechanic admired injured herself . <eos>,The managers that the mechanic admired injured herself .
30,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,manager,injured,herself,The bankers that the manager admired injured herself . <eos>,The bankers that the manager admired injured herself .
30,admired,embed,nonlocal,0,d,matrix_subj,number,managers,banker,injured,herself,The managers that the banker admired injured herself . <eos>,The managers that the banker admired injured herself .
30,admired,embed,local,1,a,rc_subj,number,mechanic,managers,injured,herself,The mechanic that the managers admired injured herself . <eos>,The mechanic that the managers admired injured herself .
30,admired,embed,local,1,b,rc_subj,number,manager,mechanics,injured,herself,The manager that the mechanics admired injured herself . <eos>,The manager that the mechanics admired injured herself .
30,admired,embed,local,1,c,rc_subj,number,banker,managers,injured,herself,The banker that the managers admired injured herself . <eos>,The banker that the managers admired injured herself .
30,admired,embed,local,1,d,rc_subj,number,manager,bankers,injured,herself,The manager that the bankers admired injured herself . <eos>,The manager that the bankers admired injured herself .
31,admired,embed,local,1,a,none,none,mechanic,manager,congratulated,herself,The mechanic that the manager admired congratulated herself . <eos>,The mechanic that the manager admired congratulated herself .
31,admired,embed,local,1,b,none,none,manager,mechanic,congratulated,herself,The manager that the mechanic admired congratulated herself . <eos>,The manager that the mechanic admired congratulated herself .
31,admired,embed,local,1,c,none,none,banker,manager,congratulated,herself,The banker that the manager admired congratulated herself . <eos>,The banker that the manager admired congratulated herself .
31,admired,embed,local,1,d,none,none,manager,banker,congratulated,herself,The manager that the banker admired congratulated herself . <eos>,The manager that the banker admired congratulated herself .
31,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,manager,congratulated,herself,The mechanics that the manager admired congratulated herself . <eos>,The mechanics that the manager admired congratulated herself .
31,admired,embed,nonlocal,0,b,matrix_subj,number,managers,mechanic,congratulated,herself,The managers that the mechanic admired congratulated herself . <eos>,The managers that the mechanic admired congratulated herself .
31,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,manager,congratulated,herself,The bankers that the manager admired congratulated herself . <eos>,The bankers that the manager admired congratulated herself .
31,admired,embed,nonlocal,0,d,matrix_subj,number,managers,banker,congratulated,herself,The managers that the banker admired congratulated herself . <eos>,The managers that the banker admired congratulated herself .
31,admired,embed,local,1,a,rc_subj,number,mechanic,managers,congratulated,herself,The mechanic that the managers admired congratulated herself . <eos>,The mechanic that the managers admired congratulated herself .
31,admired,embed,local,1,b,rc_subj,number,manager,mechanics,congratulated,herself,The manager that the mechanics admired congratulated herself . <eos>,The manager that the mechanics admired congratulated herself .
31,admired,embed,local,1,c,rc_subj,number,banker,managers,congratulated,herself,The banker that the managers admired congratulated herself . <eos>,The banker that the managers admired congratulated herself .
31,admired,embed,local,1,d,rc_subj,number,manager,bankers,congratulated,herself,The manager that the bankers admired congratulated herself . <eos>,The manager that the bankers admired congratulated herself .
32,admired,embed,local,1,a,none,none,mechanic,manager,embarrassed,herself,The mechanic that the manager admired embarrassed herself . <eos>,The mechanic that the manager admired embarrassed herself .
32,admired,embed,local,1,b,none,none,manager,mechanic,embarrassed,herself,The manager that the mechanic admired embarrassed herself . <eos>,The manager that the mechanic admired embarrassed herself .
32,admired,embed,local,1,c,none,none,banker,manager,embarrassed,herself,The banker that the manager admired embarrassed herself . <eos>,The banker that the manager admired embarrassed herself .
32,admired,embed,local,1,d,none,none,manager,banker,embarrassed,herself,The manager that the banker admired embarrassed herself . <eos>,The manager that the banker admired embarrassed herself .
32,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,manager,embarrassed,herself,The mechanics that the manager admired embarrassed herself . <eos>,The mechanics that the manager admired embarrassed herself .
32,admired,embed,nonlocal,0,b,matrix_subj,number,managers,mechanic,embarrassed,herself,The managers that the mechanic admired embarrassed herself . <eos>,The managers that the mechanic admired embarrassed herself .
32,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,manager,embarrassed,herself,The bankers that the manager admired embarrassed herself . <eos>,The bankers that the manager admired embarrassed herself .
32,admired,embed,nonlocal,0,d,matrix_subj,number,managers,banker,embarrassed,herself,The managers that the banker admired embarrassed herself . <eos>,The managers that the banker admired embarrassed herself .
32,admired,embed,local,1,a,rc_subj,number,mechanic,managers,embarrassed,herself,The mechanic that the managers admired embarrassed herself . <eos>,The mechanic that the managers admired embarrassed herself .
32,admired,embed,local,1,b,rc_subj,number,manager,mechanics,embarrassed,herself,The manager that the mechanics admired embarrassed herself . <eos>,The manager that the mechanics admired embarrassed herself .
32,admired,embed,local,1,c,rc_subj,number,banker,managers,embarrassed,herself,The banker that the managers admired embarrassed herself . <eos>,The banker that the managers admired embarrassed herself .
32,admired,embed,local,1,d,rc_subj,number,manager,bankers,embarrassed,herself,The manager that the bankers admired embarrassed herself . <eos>,The manager that the bankers admired embarrassed herself .
33,admired,embed,local,1,a,none,none,mechanic,manager,disguised,herself,The mechanic that the manager admired disguised herself . <eos>,The mechanic that the manager admired disguised herself .
33,admired,embed,local,1,b,none,none,manager,mechanic,disguised,herself,The manager that the mechanic admired disguised herself . <eos>,The manager that the mechanic admired disguised herself .
33,admired,embed,local,1,c,none,none,banker,manager,disguised,herself,The banker that the manager admired disguised herself . <eos>,The banker that the manager admired disguised herself .
33,admired,embed,local,1,d,none,none,manager,banker,disguised,herself,The manager that the banker admired disguised herself . <eos>,The manager that the banker admired disguised herself .
33,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,manager,disguised,herself,The mechanics that the manager admired disguised herself . <eos>,The mechanics that the manager admired disguised herself .
33,admired,embed,nonlocal,0,b,matrix_subj,number,managers,mechanic,disguised,herself,The managers that the mechanic admired disguised herself . <eos>,The managers that the mechanic admired disguised herself .
33,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,manager,disguised,herself,The bankers that the manager admired disguised herself . <eos>,The bankers that the manager admired disguised herself .
33,admired,embed,nonlocal,0,d,matrix_subj,number,managers,banker,disguised,herself,The managers that the banker admired disguised herself . <eos>,The managers that the banker admired disguised herself .
33,admired,embed,local,1,a,rc_subj,number,mechanic,managers,disguised,herself,The mechanic that the managers admired disguised herself . <eos>,The mechanic that the managers admired disguised herself .
33,admired,embed,local,1,b,rc_subj,number,manager,mechanics,disguised,herself,The manager that the mechanics admired disguised herself . <eos>,The manager that the mechanics admired disguised herself .
33,admired,embed,local,1,c,rc_subj,number,banker,managers,disguised,herself,The banker that the managers admired disguised herself . <eos>,The banker that the managers admired disguised herself .
33,admired,embed,local,1,d,rc_subj,number,manager,bankers,disguised,herself,The manager that the bankers admired disguised herself . <eos>,The manager that the bankers admired disguised herself .
34,admired,embed,local,1,a,none,none,mechanic,manager,hated,herself,The mechanic that the manager admired hated herself . <eos>,The mechanic that the manager admired hated herself .
34,admired,embed,local,1,b,none,none,manager,mechanic,hated,herself,The manager that the mechanic admired hated herself . <eos>,The manager that the mechanic admired hated herself .
34,admired,embed,local,1,c,none,none,banker,manager,hated,herself,The banker that the manager admired hated herself . <eos>,The banker that the manager admired hated herself .
34,admired,embed,local,1,d,none,none,manager,banker,hated,herself,The manager that the banker admired hated herself . <eos>,The manager that the banker admired hated herself .
34,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,manager,hated,herself,The mechanics that the manager admired hated herself . <eos>,The mechanics that the manager admired hated herself .
34,admired,embed,nonlocal,0,b,matrix_subj,number,managers,mechanic,hated,herself,The managers that the mechanic admired hated herself . <eos>,The managers that the mechanic admired hated herself .
34,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,manager,hated,herself,The bankers that the manager admired hated herself . <eos>,The bankers that the manager admired hated herself .
34,admired,embed,nonlocal,0,d,matrix_subj,number,managers,banker,hated,herself,The managers that the banker admired hated herself . <eos>,The managers that the banker admired hated herself .
34,admired,embed,local,1,a,rc_subj,number,mechanic,managers,hated,herself,The mechanic that the managers admired hated herself . <eos>,The mechanic that the managers admired hated herself .
34,admired,embed,local,1,b,rc_subj,number,manager,mechanics,hated,herself,The manager that the mechanics admired hated herself . <eos>,The manager that the mechanics admired hated herself .
34,admired,embed,local,1,c,rc_subj,number,banker,managers,hated,herself,The banker that the managers admired hated herself . <eos>,The banker that the managers admired hated herself .
34,admired,embed,local,1,d,rc_subj,number,manager,bankers,hated,herself,The manager that the bankers admired hated herself . <eos>,The manager that the bankers admired hated herself .
35,admired,embed,local,1,a,none,none,mechanic,manager,doubted,herself,The mechanic that the manager admired doubted herself . <eos>,The mechanic that the manager admired doubted herself .
35,admired,embed,local,1,b,none,none,manager,mechanic,doubted,herself,The manager that the mechanic admired doubted herself . <eos>,The manager that the mechanic admired doubted herself .
35,admired,embed,local,1,c,none,none,banker,manager,doubted,herself,The banker that the manager admired doubted herself . <eos>,The banker that the manager admired doubted herself .
35,admired,embed,local,1,d,none,none,manager,banker,doubted,herself,The manager that the banker admired doubted herself . <eos>,The manager that the banker admired doubted herself .
35,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,manager,doubted,herself,The mechanics that the manager admired doubted herself . <eos>,The mechanics that the manager admired doubted herself .
35,admired,embed,nonlocal,0,b,matrix_subj,number,managers,mechanic,doubted,herself,The managers that the mechanic admired doubted herself . <eos>,The managers that the mechanic admired doubted herself .
35,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,manager,doubted,herself,The bankers that the manager admired doubted herself . <eos>,The bankers that the manager admired doubted herself .
35,admired,embed,nonlocal,0,d,matrix_subj,number,managers,banker,doubted,herself,The managers that the banker admired doubted herself . <eos>,The managers that the banker admired doubted herself .
35,admired,embed,local,1,a,rc_subj,number,mechanic,managers,doubted,herself,The mechanic that the managers admired doubted herself . <eos>,The mechanic that the managers admired doubted herself .
35,admired,embed,local,1,b,rc_subj,number,manager,mechanics,doubted,herself,The manager that the mechanics admired doubted herself . <eos>,The manager that the mechanics admired doubted herself .
35,admired,embed,local,1,c,rc_subj,number,banker,managers,doubted,herself,The banker that the managers admired doubted herself . <eos>,The banker that the managers admired doubted herself .
35,admired,embed,local,1,d,rc_subj,number,manager,bankers,doubted,herself,The manager that the bankers admired doubted herself . <eos>,The manager that the bankers admired doubted herself .
36,admired,embed,local,1,a,none,none,mechanic,customer,hurt,herself,The mechanic that the customer admired hurt herself . <eos>,The mechanic that the customer admired hurt herself .
36,admired,embed,local,1,b,none,none,customer,mechanic,hurt,herself,The customer that the mechanic admired hurt herself . <eos>,The customer that the mechanic admired hurt herself .
36,admired,embed,local,1,c,none,none,banker,customer,hurt,herself,The banker that the customer admired hurt herself . <eos>,The banker that the customer admired hurt herself .
36,admired,embed,local,1,d,none,none,customer,banker,hurt,herself,The customer that the banker admired hurt herself . <eos>,The customer that the banker admired hurt herself .
36,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,customer,hurt,herself,The mechanics that the customer admired hurt herself . <eos>,The mechanics that the customer admired hurt herself .
36,admired,embed,nonlocal,0,b,matrix_subj,number,customers,mechanic,hurt,herself,The customers that the mechanic admired hurt herself . <eos>,The customers that the mechanic admired hurt herself .
36,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,customer,hurt,herself,The bankers that the customer admired hurt herself . <eos>,The bankers that the customer admired hurt herself .
36,admired,embed,nonlocal,0,d,matrix_subj,number,customers,banker,hurt,herself,The customers that the banker admired hurt herself . <eos>,The customers that the banker admired hurt herself .
36,admired,embed,local,1,a,rc_subj,number,mechanic,customers,hurt,herself,The mechanic that the customers admired hurt herself . <eos>,The mechanic that the customers admired hurt herself .
36,admired,embed,local,1,b,rc_subj,number,customer,mechanics,hurt,herself,The customer that the mechanics admired hurt herself . <eos>,The customer that the mechanics admired hurt herself .
36,admired,embed,local,1,c,rc_subj,number,banker,customers,hurt,herself,The banker that the customers admired hurt herself . <eos>,The banker that the customers admired hurt herself .
36,admired,embed,local,1,d,rc_subj,number,customer,bankers,hurt,herself,The customer that the bankers admired hurt herself . <eos>,The customer that the bankers admired hurt herself .
37,admired,embed,local,1,a,none,none,mechanic,customer,injured,herself,The mechanic that the customer admired injured herself . <eos>,The mechanic that the customer admired injured herself .
37,admired,embed,local,1,b,none,none,customer,mechanic,injured,herself,The customer that the mechanic admired injured herself . <eos>,The customer that the mechanic admired injured herself .
37,admired,embed,local,1,c,none,none,banker,customer,injured,herself,The banker that the customer admired injured herself . <eos>,The banker that the customer admired injured herself .
37,admired,embed,local,1,d,none,none,customer,banker,injured,herself,The customer that the banker admired injured herself . <eos>,The customer that the banker admired injured herself .
37,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,customer,injured,herself,The mechanics that the customer admired injured herself . <eos>,The mechanics that the customer admired injured herself .
37,admired,embed,nonlocal,0,b,matrix_subj,number,customers,mechanic,injured,herself,The customers that the mechanic admired injured herself . <eos>,The customers that the mechanic admired injured herself .
37,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,customer,injured,herself,The bankers that the customer admired injured herself . <eos>,The bankers that the customer admired injured herself .
37,admired,embed,nonlocal,0,d,matrix_subj,number,customers,banker,injured,herself,The customers that the banker admired injured herself . <eos>,The customers that the banker admired injured herself .
37,admired,embed,local,1,a,rc_subj,number,mechanic,customers,injured,herself,The mechanic that the customers admired injured herself . <eos>,The mechanic that the customers admired injured herself .
37,admired,embed,local,1,b,rc_subj,number,customer,mechanics,injured,herself,The customer that the mechanics admired injured herself . <eos>,The customer that the mechanics admired injured herself .
37,admired,embed,local,1,c,rc_subj,number,banker,customers,injured,herself,The banker that the customers admired injured herself . <eos>,The banker that the customers admired injured herself .
37,admired,embed,local,1,d,rc_subj,number,customer,bankers,injured,herself,The customer that the bankers admired injured herself . <eos>,The customer that the bankers admired injured herself .
38,admired,embed,local,1,a,none,none,mechanic,customer,congratulated,herself,The mechanic that the customer admired congratulated herself . <eos>,The mechanic that the customer admired congratulated herself .
38,admired,embed,local,1,b,none,none,customer,mechanic,congratulated,herself,The customer that the mechanic admired congratulated herself . <eos>,The customer that the mechanic admired congratulated herself .
38,admired,embed,local,1,c,none,none,banker,customer,congratulated,herself,The banker that the customer admired congratulated herself . <eos>,The banker that the customer admired congratulated herself .
38,admired,embed,local,1,d,none,none,customer,banker,congratulated,herself,The customer that the banker admired congratulated herself . <eos>,The customer that the banker admired congratulated herself .
38,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,customer,congratulated,herself,The mechanics that the customer admired congratulated herself . <eos>,The mechanics that the customer admired congratulated herself .
38,admired,embed,nonlocal,0,b,matrix_subj,number,customers,mechanic,congratulated,herself,The customers that the mechanic admired congratulated herself . <eos>,The customers that the mechanic admired congratulated herself .
38,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,customer,congratulated,herself,The bankers that the customer admired congratulated herself . <eos>,The bankers that the customer admired congratulated herself .
38,admired,embed,nonlocal,0,d,matrix_subj,number,customers,banker,congratulated,herself,The customers that the banker admired congratulated herself . <eos>,The customers that the banker admired congratulated herself .
38,admired,embed,local,1,a,rc_subj,number,mechanic,customers,congratulated,herself,The mechanic that the customers admired congratulated herself . <eos>,The mechanic that the customers admired congratulated herself .
38,admired,embed,local,1,b,rc_subj,number,customer,mechanics,congratulated,herself,The customer that the mechanics admired congratulated herself . <eos>,The customer that the mechanics admired congratulated herself .
38,admired,embed,local,1,c,rc_subj,number,banker,customers,congratulated,herself,The banker that the customers admired congratulated herself . <eos>,The banker that the customers admired congratulated herself .
38,admired,embed,local,1,d,rc_subj,number,customer,bankers,congratulated,herself,The customer that the bankers admired congratulated herself . <eos>,The customer that the bankers admired congratulated herself .
39,admired,embed,local,1,a,none,none,mechanic,customer,embarrassed,herself,The mechanic that the customer admired embarrassed herself . <eos>,The mechanic that the customer admired embarrassed herself .
39,admired,embed,local,1,b,none,none,customer,mechanic,embarrassed,herself,The customer that the mechanic admired embarrassed herself . <eos>,The customer that the mechanic admired embarrassed herself .
39,admired,embed,local,1,c,none,none,banker,customer,embarrassed,herself,The banker that the customer admired embarrassed herself . <eos>,The banker that the customer admired embarrassed herself .
39,admired,embed,local,1,d,none,none,customer,banker,embarrassed,herself,The customer that the banker admired embarrassed herself . <eos>,The customer that the banker admired embarrassed herself .
39,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,customer,embarrassed,herself,The mechanics that the customer admired embarrassed herself . <eos>,The mechanics that the customer admired embarrassed herself .
39,admired,embed,nonlocal,0,b,matrix_subj,number,customers,mechanic,embarrassed,herself,The customers that the mechanic admired embarrassed herself . <eos>,The customers that the mechanic admired embarrassed herself .
39,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,customer,embarrassed,herself,The bankers that the customer admired embarrassed herself . <eos>,The bankers that the customer admired embarrassed herself .
39,admired,embed,nonlocal,0,d,matrix_subj,number,customers,banker,embarrassed,herself,The customers that the banker admired embarrassed herself . <eos>,The customers that the banker admired embarrassed herself .
39,admired,embed,local,1,a,rc_subj,number,mechanic,customers,embarrassed,herself,The mechanic that the customers admired embarrassed herself . <eos>,The mechanic that the customers admired embarrassed herself .
39,admired,embed,local,1,b,rc_subj,number,customer,mechanics,embarrassed,herself,The customer that the mechanics admired embarrassed herself . <eos>,The customer that the mechanics admired embarrassed herself .
39,admired,embed,local,1,c,rc_subj,number,banker,customers,embarrassed,herself,The banker that the customers admired embarrassed herself . <eos>,The banker that the customers admired embarrassed herself .
39,admired,embed,local,1,d,rc_subj,number,customer,bankers,embarrassed,herself,The customer that the bankers admired embarrassed herself . <eos>,The customer that the bankers admired embarrassed herself .
40,admired,embed,local,1,a,none,none,mechanic,customer,disguised,herself,The mechanic that the customer admired disguised herself . <eos>,The mechanic that the customer admired disguised herself .
40,admired,embed,local,1,b,none,none,customer,mechanic,disguised,herself,The customer that the mechanic admired disguised herself . <eos>,The customer that the mechanic admired disguised herself .
