item,rc_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
10,fought alongside,embed,nonlocal,0,b,matrix_subj,gender,mechanic,cheerleader,had enjoyed,herself,The mechanic who the cheerleader fought alongside had enjoyed herself . <eos>,The mechanic who the cheerleader fought alongside had enjoyed herself .
10,fought alongside,embed,local,1,a,rc_subj,gender,hygenist,mechanic,had enjoyed,herself,The hygenist who the mechanic fought alongside had enjoyed herself . <eos>,The hygenist who the mechanic fought alongside had enjoyed herself .
10,fought alongside,embed,local,1,b,rc_subj,gender,cheerleader,mechanic,had enjoyed,herself,The cheerleader who the mechanic fought alongside had enjoyed herself . <eos>,The cheerleader who the mechanic fought alongside had enjoyed herself .
11,fought alongside,embed,local,1,a,none,none,hygenist,cheerleader,had prepared,herself,The hygenist who the cheerleader fought alongside had prepared herself . <eos>,The hygenist who the cheerleader fought alongside had prepared herself .
11,fought alongside,embed,local,1,b,none,none,cheerleader,hygenist,had prepared,herself,The cheerleader who the hygenist fought alongside had prepared herself . <eos>,The cheerleader who the hygenist fought alongside had prepared herself .
11,fought alongside,embed,nonlocal,0,a,matrix_subj,gender,mechanic,hygenist,had prepared,herself,The mechanic who the hygenist fought alongside had prepared herself . <eos>,The mechanic who the hygenist fought alongside had prepared herself .
11,fought alongside,embed,nonlocal,0,b,matrix_subj,gender,mechanic,cheerleader,had prepared,herself,The mechanic who the cheerleader fought alongside had prepared herself . <eos>,The mechanic who the cheerleader fought alongside had prepared herself .
11,fought alongside,embed,local,1,a,rc_subj,gender,hygenist,mechanic,had prepared,herself,The hygenist who the mechanic fought alongside had prepared herself . <eos>,The hygenist who the mechanic fought alongside had prepared herself .
11,fought alongside,embed,local,1,b,rc_subj,gender,cheerleader,mechanic,had prepared,herself,The cheerleader who the mechanic fought alongside had prepared herself . <eos>,The cheerleader who the mechanic fought alongside had prepared herself .
12,fought alongside,embed,local,1,a,none,none,hygenist,cheerleader,had shouted,herself,The hygenist who the cheerleader fought alongside had shouted herself . <eos>,The hygenist who the cheerleader fought alongside had shouted herself .
12,fought alongside,embed,local,1,b,none,none,cheerleader,hygenist,had shouted,herself,The cheerleader who the hygenist fought alongside had shouted herself . <eos>,The cheerleader who the hygenist fought alongside had shouted herself .
12,fought alongside,embed,nonlocal,0,a,matrix_subj,gender,mechanic,hygenist,had shouted,herself,The mechanic who the hygenist fought alongside had shouted herself . <eos>,The mechanic who the hygenist fought alongside had shouted herself .
12,fought alongside,embed,nonlocal,0,b,matrix_subj,gender,mechanic,cheerleader,had shouted,herself,The mechanic who the cheerleader fought alongside had shouted herself . <eos>,The mechanic who the cheerleader fought alongside had shouted herself .
12,fought alongside,embed,local,1,a,rc_subj,gender,hygenist,mechanic,had shouted,herself,The hygenist who the mechanic fought alongside had shouted herself . <eos>,The hygenist who the mechanic fought alongside had shouted herself .
12,fought alongside,embed,local,1,b,rc_subj,gender,cheerleader,mechanic,had shouted,herself,The cheerleader who the mechanic fought alongside had shouted herself . <eos>,The cheerleader who the mechanic fought alongside had shouted herself .
13,fought alongside,embed,local,1,a,none,none,hygenist,cheerleader,had washed,herself,The hygenist who the cheerleader fought alongside had washed herself . <eos>,The hygenist who the cheerleader fought alongside had washed herself .
13,fought alongside,embed,local,1,b,none,none,cheerleader,hygenist,had washed,herself,The cheerleader who the hygenist fought alongside had washed herself . <eos>,The cheerleader who the hygenist fought alongside had washed herself .
13,fought alongside,embed,nonlocal,0,a,matrix_subj,gender,mechanic,hygenist,had washed,herself,The mechanic who the hygenist fought alongside had washed herself . <eos>,The mechanic who the hygenist fought alongside had washed herself .
13,fought alongside,embed,nonlocal,0,b,matrix_subj,gender,mechanic,cheerleader,had washed,herself,The mechanic who the cheerleader fought alongside had washed herself . <eos>,The mechanic who the cheerleader fought alongside had washed herself .
13,fought alongside,embed,local,1,a,rc_subj,gender,hygenist,mechanic,had washed,herself,The hygenist who the mechanic fought alongside had washed herself . <eos>,The hygenist who the mechanic fought alongside had washed herself .
13,fought alongside,embed,local,1,b,rc_subj,gender,cheerleader,mechanic,had washed,herself,The cheerleader who the mechanic fought alongside had washed herself . <eos>,The cheerleader who the mechanic fought alongside had washed herself .
14,fought alongside,embed,local,1,a,none,none,hygenist,cheerleader,had asserted,herself,The hygenist who the cheerleader fought alongside had asserted herself . <eos>,The hygenist who the cheerleader fought alongside had asserted herself .
14,fought alongside,embed,local,1,b,none,none,cheerleader,hygenist,had asserted,herself,The cheerleader who the hygenist fought alongside had asserted herself . <eos>,The cheerleader who the hygenist fought alongside had asserted herself .
14,fought alongside,embed,nonlocal,0,a,matrix_subj,gender,mechanic,hygenist,had asserted,herself,The mechanic who the hygenist fought alongside had asserted herself . <eos>,The mechanic who the hygenist fought alongside had asserted herself .
14,fought alongside,embed,nonlocal,0,b,matrix_subj,gender,mechanic,cheerleader,had asserted,herself,The mechanic who the cheerleader fought alongside had asserted herself . <eos>,The mechanic who the cheerleader fought alongside had asserted herself .
14,fought alongside,embed,local,1,a,rc_subj,gender,hygenist,mechanic,had asserted,herself,The hygenist who the mechanic fought alongside had asserted herself . <eos>,The hygenist who the mechanic fought alongside had asserted herself .
14,fought alongside,embed,local,1,b,rc_subj,gender,cheerleader,mechanic,had asserted,herself,The cheerleader who the mechanic fought alongside had asserted herself . <eos>,The cheerleader who the mechanic fought alongside had asserted herself .
15,fought alongside,embed,local,1,a,none,none,hygenist,cheerleader,kicked,herself,The hygenist who the cheerleader fought alongside kicked herself . <eos>,The hygenist who the cheerleader fought alongside kicked herself .
15,fought alongside,embed,local,1,b,none,none,cheerleader,hygenist,kicked,herself,The cheerleader who the hygenist fought alongside kicked herself . <eos>,The cheerleader who the hygenist fought alongside kicked herself .
15,fought alongside,embed,nonlocal,0,a,matrix_subj,gender,mechanic,hygenist,kicked,herself,The mechanic who the hygenist fought alongside kicked herself . <eos>,The mechanic who the hygenist fought alongside kicked herself .
15,fought alongside,embed,nonlocal,0,b,matrix_subj,gender,mechanic,cheerleader,kicked,herself,The mechanic who the cheerleader fought alongside kicked herself . <eos>,The mechanic who the cheerleader fought alongside kicked herself .
15,fought alongside,embed,local,1,a,rc_subj,gender,hygenist,mechanic,kicked,herself,The hygenist who the mechanic fought alongside kicked herself . <eos>,The hygenist who the mechanic fought alongside kicked herself .
15,fought alongside,embed,local,1,b,rc_subj,gender,cheerleader,mechanic,kicked,herself,The cheerleader who the mechanic fought alongside kicked herself . <eos>,The cheerleader who the mechanic fought alongside kicked herself .
16,fought alongside,embed,local,1,a,none,none,receptionist,typist,had admired,herself,The receptionist who the typist fought alongside had admired herself . <eos>,The receptionist who the typist fought alongside had admired herself .
16,fought alongside,embed,local,1,b,none,none,typist,receptionist,had admired,herself,The typist who the receptionist fought alongside had admired herself . <eos>,The typist who the receptionist fought alongside had admired herself .
16,fought alongside,embed,nonlocal,0,a,matrix_subj,gender,mechanics,receptionist,had admired,herself,The mechanics who the receptionist fought alongside had admired herself . <eos>,The mechanics who the receptionist fought alongside had admired herself .
16,fought alongside,embed,nonlocal,0,b,matrix_subj,gender,mechanics,typist,had admired,herself,The mechanics who the typist fought alongside had admired herself . <eos>,The mechanics who the typist fought alongside had admired herself .
16,fought alongside,embed,local,1,a,rc_subj,gender,receptionist,mechanics,had admired,herself,The receptionist who the mechanics fought alongside had admired herself . <eos>,The receptionist who the mechanics fought alongside had admired herself .
16,fought alongside,embed,local,1,b,rc_subj,gender,typist,mechanics,had admired,herself,The typist who the mechanics fought alongside had admired herself . <eos>,The typist who the mechanics fought alongside had admired herself .
17,fought alongside,embed,local,1,a,none,none,receptionist,typist,had convinced,herself,The receptionist who the typist fought alongside had convinced herself . <eos>,The receptionist who the typist fought alongside had convinced herself .
17,fought alongside,embed,local,1,b,none,none,typist,receptionist,had convinced,herself,The typist who the receptionist fought alongside had convinced herself . <eos>,The typist who the receptionist fought alongside had convinced herself .
17,fought alongside,embed,nonlocal,0,a,matrix_subj,gender,mechanics,receptionist,had convinced,herself,The mechanics who the receptionist fought alongside had convinced herself . <eos>,The mechanics who the receptionist fought alongside had convinced herself .
17,fought alongside,embed,nonlocal,0,b,matrix_subj,gender,mechanics,typist,had convinced,herself,The mechanics who the typist fought alongside had convinced herself . <eos>,The mechanics who the typist fought alongside had convinced herself .
17,fought alongside,embed,local,1,a,rc_subj,gender,receptionist,mechanics,had convinced,herself,The receptionist who the mechanics fought alongside had convinced herself . <eos>,The receptionist who the mechanics fought alongside had convinced herself .
17,fought alongside,embed,local,1,b,rc_subj,gender,typist,mechanics,had convinced,herself,The typist who the mechanics fought alongside had convinced herself . <eos>,The typist who the mechanics fought alongside had convinced herself .
18,fought alongside,embed,local,1,a,none,none,receptionist,typist,saw,herself,The receptionist who the typist fought alongside saw herself . <eos>,The receptionist who the typist fought alongside saw herself .
18,fought alongside,embed,local,1,b,none,none,typist,receptionist,saw,herself,The typist who the receptionist fought alongside saw herself . <eos>,The typist who the receptionist fought alongside saw herself .
18,fought alongside,embed,nonlocal,0,a,matrix_subj,gender,mechanics,receptionist,saw,herself,The mechanics who the receptionist fought alongside saw herself . <eos>,The mechanics who the receptionist fought alongside saw herself .
18,fought alongside,embed,nonlocal,0,b,matrix_subj,gender,mechanics,typist,saw,herself,The mechanics who the typist fought alongside saw herself . <eos>,The mechanics who the typist fought alongside saw herself .
18,fought alongside,embed,local,1,a,rc_subj,gender,receptionist,mechanics,saw,herself,The receptionist who the mechanics fought alongside saw herself . <eos>,The receptionist who the mechanics fought alongside saw herself .
18,fought alongside,embed,local,1,b,rc_subj,gender,typist,mechanics,saw,herself,The typist who the mechanics fought alongside saw herself . <eos>,The typist who the mechanics fought alongside saw herself .
19,fought alongside,embed,local,1,a,none,none,receptionist,typist,had blamed,herself,The receptionist who the typist fought alongside had blamed herself . <eos>,The receptionist who the typist fought alongside had blamed herself .
19,fought alongside,embed,local,1,b,none,none,typist,receptionist,had blamed,herself,The typist who the receptionist fought alongside had blamed herself . <eos>,The typist who the receptionist fought alongside had blamed herself .
19,fought alongside,embed,nonlocal,0,a,matrix_subj,gender,mechanics,receptionist,had blamed,herself,The mechanics who the receptionist fought alongside had blamed herself . <eos>,The mechanics who the receptionist fought alongside had blamed herself .
19,fought alongside,embed,nonlocal,0,b,matrix_subj,gender,mechanics,typist,had blamed,herself,The mechanics who the typist fought alongside had blamed herself . <eos>,The mechanics who the typist fought alongside had blamed herself .
19,fought alongside,embed,local,1,a,rc_subj,gender,receptionist,mechanics,had blamed,herself,The receptionist who the mechanics fought alongside had blamed herself . <eos>,The receptionist who the mechanics fought alongside had blamed herself .
19,fought alongside,embed,local,1,b,rc_subj,gender,typist,mechanics,had blamed,herself,The typist who the mechanics fought alongside had blamed herself . <eos>,The typist who the mechanics fought alongside had blamed herself .
20,fought alongside,embed,local,1,a,none,none,receptionist,typist,had cut,herself,The receptionist who the typist fought alongside had cut herself . <eos>,The receptionist who the typist fought alongside had cut herself .
20,fought alongside,embed,local,1,b,none,none,typist,receptionist,had cut,herself,The typist who the receptionist fought alongside had cut herself . <eos>,The typist who the receptionist fought alongside had cut herself .
20,fought alongside,embed,nonlocal,0,a,matrix_subj,gender,mechanics,receptionist,had cut,herself,The mechanics who the receptionist fought alongside had cut herself . <eos>,The mechanics who the receptionist fought alongside had cut herself .
20,fought alongside,embed,nonlocal,0,b,matrix_subj,gender,mechanics,typist,had cut,herself,The mechanics who the typist fought alongside had cut herself . <eos>,The mechanics who the typist fought alongside had cut herself .
20,fought alongside,embed,local,1,a,rc_subj,gender,receptionist,mechanics,had cut,herself,The receptionist who the mechanics fought alongside had cut herself . <eos>,The receptionist who the mechanics fought alongside had cut herself .
20,fought alongside,embed,local,1,b,rc_subj,gender,typist,mechanics,had cut,herself,The typist who the mechanics fought alongside had cut herself . <eos>,The typist who the mechanics fought alongside had cut herself .
21,fought alongside,embed,local,1,a,none,none,receptionist,typist,had amused,herself,The receptionist who the typist fought alongside had amused herself . <eos>,The receptionist who the typist fought alongside had amused herself .
21,fought alongside,embed,local,1,b,none,none,typist,receptionist,had amused,herself,The typist who the receptionist fought alongside had amused herself . <eos>,The typist who the receptionist fought alongside had amused herself .
21,fought alongside,embed,nonlocal,0,a,matrix_subj,gender,mechanics,receptionist,had amused,herself,The mechanics who the receptionist fought alongside had amused herself . <eos>,The mechanics who the receptionist fought alongside had amused herself .
21,fought alongside,embed,nonlocal,0,b,matrix_subj,gender,mechanics,typist,had amused,herself,The mechanics who the typist fought alongside had amused herself . <eos>,The mechanics who the typist fought alongside had amused herself .
21,fought alongside,embed,local,1,a,rc_subj,gender,receptionist,mechanics,had amused,herself,The receptionist who the mechanics fought alongside had amused herself . <eos>,The receptionist who the mechanics fought alongside had amused herself .
21,fought alongside,embed,local,1,b,rc_subj,gender,typist,mechanics,had amused,herself,The typist who the mechanics fought alongside had amused herself . <eos>,The typist who the mechanics fought alongside had amused herself .
22,fought alongside,embed,local,1,a,none,none,receptionist,typist,had hurt,herself,The receptionist who the typist fought alongside had hurt herself . <eos>,The receptionist who the typist fought alongside had hurt herself .
22,fought alongside,embed,local,1,b,none,none,typist,receptionist,had hurt,herself,The typist who the receptionist fought alongside had hurt herself . <eos>,The typist who the receptionist fought alongside had hurt herself .
22,fought alongside,embed,nonlocal,0,a,matrix_subj,gender,mechanics,receptionist,had hurt,herself,The mechanics who the receptionist fought alongside had hurt herself . <eos>,The mechanics who the receptionist fought alongside had hurt herself .
22,fought alongside,embed,nonlocal,0,b,matrix_subj,gender,mechanics,typist,had hurt,herself,The mechanics who the typist fought alongside had hurt herself . <eos>,The mechanics who the typist fought alongside had hurt herself .
22,fought alongside,embed,local,1,a,rc_subj,gender,receptionist,mechanics,had hurt,herself,The receptionist who the mechanics fought alongside had hurt herself . <eos>,The receptionist who the mechanics fought alongside had hurt herself .
22,fought alongside,embed,local,1,b,rc_subj,gender,typist,mechanics,had hurt,herself,The typist who the mechanics fought alongside had hurt herself . <eos>,The typist who the mechanics fought alongside had hurt herself .
23,fought alongside,embed,local,1,a,none,none,receptionist,typist,had taught,herself,The receptionist who the typist fought alongside had taught herself . <eos>,The receptionist who the typist fought alongside had taught herself .
23,fought alongside,embed,local,1,b,none,none,typist,receptionist,had taught,herself,The typist who the receptionist fought alongside had taught herself . <eos>,The typist who the receptionist fought alongside had taught herself .
23,fought alongside,embed,nonlocal,0,a,matrix_subj,gender,mechanics,receptionist,had taught,herself,The mechanics who the receptionist fought alongside had taught herself . <eos>,The mechanics who the receptionist fought alongside had taught herself .
23,fought alongside,embed,nonlocal,0,b,matrix_subj,gender,mechanics,typist,had taught,herself,The mechanics who the typist fought alongside had taught herself . <eos>,The mechanics who the typist fought alongside had taught herself .
23,fought alongside,embed,local,1,a,rc_subj,gender,receptionist,mechanics,had taught,herself,The receptionist who the mechanics fought alongside had taught herself . <eos>,The receptionist who the mechanics fought alongside had taught herself .
23,fought alongside,embed,local,1,b,rc_subj,gender,typist,mechanics,had taught,herself,The typist who the mechanics fought alongside had taught herself . <eos>,The typist who the mechanics fought alongside had taught herself .
24,fought alongside,embed,local,1,a,none,none,receptionist,typist,had introduced,herself,The receptionist who the typist fought alongside had introduced herself . <eos>,The receptionist who the typist fought alongside had introduced herself .
24,fought alongside,embed,local,1,b,none,none,typist,receptionist,had introduced,herself,The typist who the receptionist fought alongside had introduced herself . <eos>,The typist who the receptionist fought alongside had introduced herself .
24,fought alongside,embed,nonlocal,0,a,matrix_subj,gender,mechanics,receptionist,had introduced,herself,The mechanics who the receptionist fought alongside had introduced herself . <eos>,The mechanics who the receptionist fought alongside had introduced herself .
24,fought alongside,embed,nonlocal,0,b,matrix_subj,gender,mechanics,typist,had introduced,herself,The mechanics who the typist fought alongside had introduced herself . <eos>,The mechanics who the typist fought alongside had introduced herself .
24,fought alongside,embed,local,1,a,rc_subj,gender,receptionist,mechanics,had introduced,herself,The receptionist who the mechanics fought alongside had introduced herself . <eos>,The receptionist who the mechanics fought alongside had introduced herself .
24,fought alongside,embed,local,1,b,rc_subj,gender,typist,mechanics,had introduced,herself,The typist who the mechanics fought alongside had introduced herself . <eos>,The typist who the mechanics fought alongside had introduced herself .
25,fought alongside,embed,local,1,a,none,none,receptionist,typist,had enjoyed,herself,The receptionist who the typist fought alongside had enjoyed herself . <eos>,The receptionist who the typist fought alongside had enjoyed herself .
25,fought alongside,embed,local,1,b,none,none,typist,receptionist,had enjoyed,herself,The typist who the receptionist fought alongside had enjoyed herself . <eos>,The typist who the receptionist fought alongside had enjoyed herself .
25,fought alongside,embed,nonlocal,0,a,matrix_subj,gender,mechanics,receptionist,had enjoyed,herself,The mechanics who the receptionist fought alongside had enjoyed herself . <eos>,The mechanics who the receptionist fought alongside had enjoyed herself .
25,fought alongside,embed,nonlocal,0,b,matrix_subj,gender,mechanics,typist,had enjoyed,herself,The mechanics who the typist fought alongside had enjoyed herself . <eos>,The mechanics who the typist fought alongside had enjoyed herself .
25,fought alongside,embed,local,1,a,rc_subj,gender,receptionist,mechanics,had enjoyed,herself,The receptionist who the mechanics fought alongside had enjoyed herself . <eos>,The receptionist who the mechanics fought alongside had enjoyed herself .
25,fought alongside,embed,local,1,b,rc_subj,gender,typist,mechanics,had enjoyed,herself,The typist who the mechanics fought alongside had enjoyed herself . <eos>,The typist who the mechanics fought alongside had enjoyed herself .
26,fought alongside,embed,local,1,a,none,none,receptionist,typist,had prepared,herself,The receptionist who the typist fought alongside had prepared herself . <eos>,The receptionist who the typist fought alongside had prepared herself .
26,fought alongside,embed,local,1,b,none,none,typist,receptionist,had prepared,herself,The typist who the receptionist fought alongside had prepared herself . <eos>,The typist who the receptionist fought alongside had prepared herself .
26,fought alongside,embed,nonlocal,0,a,matrix_subj,gender,mechanics,receptionist,had prepared,herself,The mechanics who the receptionist fought alongside had prepared herself . <eos>,The mechanics who the receptionist fought alongside had prepared herself .
26,fought alongside,embed,nonlocal,0,b,matrix_subj,gender,mechanics,typist,had prepared,herself,The mechanics who the typist fought alongside had prepared herself . <eos>,The mechanics who the typist fought alongside had prepared herself .
26,fought alongside,embed,local,1,a,rc_subj,gender,receptionist,mechanics,had prepared,herself,The receptionist who the mechanics fought alongside had prepared herself . <eos>,The receptionist who the mechanics fought alongside had prepared herself .
26,fought alongside,embed,local,1,b,rc_subj,gender,typist,mechanics,had prepared,herself,The typist who the mechanics fought alongside had prepared herself . <eos>,The typist who the mechanics fought alongside had prepared herself .
27,fought alongside,embed,local,1,a,none,none,receptionist,typist,had shouted,herself,The receptionist who the typist fought alongside had shouted herself . <eos>,The receptionist who the typist fought alongside had shouted herself .
27,fought alongside,embed,local,1,b,none,none,typist,receptionist,had shouted,herself,The typist who the receptionist fought alongside had shouted herself . <eos>,The typist who the receptionist fought alongside had shouted herself .
27,fought alongside,embed,nonlocal,0,a,matrix_subj,gender,mechanics,receptionist,had shouted,herself,The mechanics who the receptionist fought alongside had shouted herself . <eos>,The mechanics who the receptionist fought alongside had shouted herself .
27,fought alongside,embed,nonlocal,0,b,matrix_subj,gender,mechanics,typist,had shouted,herself,The mechanics who the typist fought alongside had shouted herself . <eos>,The mechanics who the typist fought alongside had shouted herself .
27,fought alongside,embed,local,1,a,rc_subj,gender,receptionist,mechanics,had shouted,herself,The receptionist who the mechanics fought alongside had shouted herself . <eos>,The receptionist who the mechanics fought alongside had shouted herself .
27,fought alongside,embed,local,1,b,rc_subj,gender,typist,mechanics,had shouted,herself,The typist who the mechanics fought alongside had shouted herself . <eos>,The typist who the mechanics fought alongside had shouted herself .
28,fought alongside,embed,local,1,a,none,none,receptionist,typist,had washed,herself,The receptionist who the typist fought alongside had washed herself . <eos>,The receptionist who the typist fought alongside had washed herself .
28,fought alongside,embed,local,1,b,none,none,typist,receptionist,had washed,herself,The typist who the receptionist fought alongside had washed herself . <eos>,The typist who the receptionist fought alongside had washed herself .
28,fought alongside,embed,nonlocal,0,a,matrix_subj,gender,mechanics,receptionist,had washed,herself,The mechanics who the receptionist fought alongside had washed herself . <eos>,The mechanics who the receptionist fought alongside had washed herself .
28,fought alongside,embed,nonlocal,0,b,matrix_subj,gender,mechanics,typist,had washed,herself,The mechanics who the typist fought alongside had washed herself . <eos>,The mechanics who the typist fought alongside had washed herself .
28,fought alongside,embed,local,1,a,rc_subj,gender,receptionist,mechanics,had washed,herself,The receptionist who the mechanics fought alongside had washed herself . <eos>,The receptionist who the mechanics fought alongside had washed herself .
28,fought alongside,embed,local,1,b,rc_subj,gender,typist,mechanics,had washed,herself,The typist who the mechanics fought alongside had washed herself . <eos>,The typist who the mechanics fought alongside had washed herself .
29,fought alongside,embed,local,1,a,none,none,receptionist,typist,had asserted,herself,The receptionist who the typist fought alongside had asserted herself . <eos>,The receptionist who the typist fought alongside had asserted herself .
29,fought alongside,embed,local,1,b,none,none,typist,receptionist,had asserted,herself,The typist who the receptionist fought alongside had asserted herself . <eos>,The typist who the receptionist fought alongside had asserted herself .
29,fought alongside,embed,nonlocal,0,a,matrix_subj,gender,mechanics,receptionist,had asserted,herself,The mechanics who the receptionist fought alongside had asserted herself . <eos>,The mechanics who the receptionist fought alongside had asserted herself .
29,fought alongside,embed,nonlocal,0,b,matrix_subj,gender,mechanics,typist,had asserted,herself,The mechanics who the typist fought alongside had asserted herself . <eos>,The mechanics who the typist fought alongside had asserted herself .
29,fought alongside,embed,local,1,a,rc_subj,gender,receptionist,mechanics,had asserted,herself,The receptionist who the mechanics fought alongside had asserted herself . <eos>,The receptionist who the mechanics fought alongside had asserted herself .
29,fought alongside,embed,local,1,b,rc_subj,gender,typist,mechanics,had asserted,herself,The typist who the mechanics fought alongside had asserted herself . <eos>,The typist who the mechanics fought alongside had asserted herself .
30,fought alongside,embed,local,1,a,none,none,receptionist,typist,kicked,herself,The receptionist who the typist fought alongside kicked herself . <eos>,The receptionist who the typist fought alongside kicked herself .
30,fought alongside,embed,local,1,b,none,none,typist,receptionist,kicked,herself,The typist who the receptionist fought alongside kicked herself . <eos>,The typist who the receptionist fought alongside kicked herself .
30,fought alongside,embed,nonlocal,0,a,matrix_subj,gender,mechanics,receptionist,kicked,herself,The mechanics who the receptionist fought alongside kicked herself . <eos>,The mechanics who the receptionist fought alongside kicked herself .
30,fought alongside,embed,nonlocal,0,b,matrix_subj,gender,mechanics,typist,kicked,herself,The mechanics who the typist fought alongside kicked herself . <eos>,The mechanics who the typist fought alongside kicked herself .
30,fought alongside,embed,local,1,a,rc_subj,gender,receptionist,mechanics,kicked,herself,The receptionist who the mechanics fought alongside kicked herself . <eos>,The receptionist who the mechanics fought alongside kicked herself .
30,fought alongside,embed,local,1,b,rc_subj,gender,typist,mechanics,kicked,herself,The typist who the mechanics fought alongside kicked herself . <eos>,The typist who the mechanics fought alongside kicked herself .
31,fought alongside,embed,local,1,a,none,none,stylist,flight attendant,had admired,herself,The stylist who the flight attendant fought alongside had admired herself . <eos>,The stylist who the flight attendant fought alongside had admired herself .
31,fought alongside,embed,local,1,b,none,none,flight attendant,stylist,had admired,herself,The flight attendant who the stylist fought alongside had admired herself . <eos>,The flight attendant who the stylist fought alongside had admired herself .
31,fought alongside,embed,nonlocal,0,a,matrix_subj,gender,mechanics,stylist,had admired,herself,The mechanics who the stylist fought alongside had admired herself . <eos>,The mechanics who the stylist fought alongside had admired herself .
31,fought alongside,embed,nonlocal,0,b,matrix_subj,gender,mechanics,flight attendant,had admired,herself,The mechanics who the flight attendant fought alongside had admired herself . <eos>,The mechanics who the flight attendant fought alongside had admired herself .
31,fought alongside,embed,local,1,a,rc_subj,gender,stylist,mechanics,had admired,herself,The stylist who the mechanics fought alongside had admired herself . <eos>,The stylist who the mechanics fought alongside had admired herself .
31,fought alongside,embed,local,1,b,rc_subj,gender,flight attendant,mechanics,had admired,herself,The flight attendant who the mechanics fought alongside had admired herself . <eos>,The flight attendant who the mechanics fought alongside had admired herself .
32,fought alongside,embed,local,1,a,none,none,stylist,flight attendant,had convinced,herself,The stylist who the flight attendant fought alongside had convinced herself . <eos>,The stylist who the flight attendant fought alongside had convinced herself .
32,fought alongside,embed,local,1,b,none,none,flight attendant,stylist,had convinced,herself,The flight attendant who the stylist fought alongside had convinced herself . <eos>,The flight attendant who the stylist fought alongside had convinced herself .
32,fought alongside,embed,nonlocal,0,a,matrix_subj,gender,mechanics,stylist,had convinced,herself,The mechanics who the stylist fought alongside had convinced herself . <eos>,The mechanics who the stylist fought alongside had convinced herself .
32,fought alongside,embed,nonlocal,0,b,matrix_subj,gender,mechanics,flight attendant,had convinced,herself,The mechanics who the flight attendant fought alongside had convinced herself . <eos>,The mechanics who the flight attendant fought alongside had convinced herself .
32,fought alongside,embed,local,1,a,rc_subj,gender,stylist,mechanics,had convinced,herself,The stylist who the mechanics fought alongside had convinced herself . <eos>,The stylist who the mechanics fought alongside had convinced herself .
32,fought alongside,embed,local,1,b,rc_subj,gender,flight attendant,mechanics,had convinced,herself,The flight attendant who the mechanics fought alongside had convinced herself . <eos>,The flight attendant who the mechanics fought alongside had convinced herself .
33,fought alongside,embed,local,1,a,none,none,stylist,flight attendant,saw,herself,The stylist who the flight attendant fought alongside saw herself . <eos>,The stylist who the flight attendant fought alongside saw herself .
33,fought alongside,embed,local,1,b,none,none,flight attendant,stylist,saw,herself,The flight attendant who the stylist fought alongside saw herself . <eos>,The flight attendant who the stylist fought alongside saw herself .
33,fought alongside,embed,nonlocal,0,a,matrix_subj,gender,mechanics,stylist,saw,herself,The mechanics who the stylist fought alongside saw herself . <eos>,The mechanics who the stylist fought alongside saw herself .
33,fought alongside,embed,nonlocal,0,b,matrix_subj,gender,mechanics,flight attendant,saw,herself,The mechanics who the flight attendant fought alongside saw herself . <eos>,The mechanics who the flight attendant fought alongside saw herself .
33,fought alongside,embed,local,1,a,rc_subj,gender,stylist,mechanics,saw,herself,The stylist who the mechanics fought alongside saw herself . <eos>,The stylist who the mechanics fought alongside saw herself .
33,fought alongside,embed,local,1,b,rc_subj,gender,flight attendant,mechanics,saw,herself,The flight attendant who the mechanics fought alongside saw herself . <eos>,The flight attendant who the mechanics fought alongside saw herself .
34,fought alongside,embed,local,1,a,none,none,stylist,flight attendant,had blamed,herself,The stylist who the flight attendant fought alongside had blamed herself . <eos>,The stylist who the flight attendant fought alongside had blamed herself .
34,fought alongside,embed,local,1,b,none,none,flight attendant,stylist,had blamed,herself,The flight attendant who the stylist fought alongside had blamed herself . <eos>,The flight attendant who the stylist fought alongside had blamed herself .
34,fought alongside,embed,nonlocal,0,a,matrix_subj,gender,mechanics,stylist,had blamed,herself,The mechanics who the stylist fought alongside had blamed herself . <eos>,The mechanics who the stylist fought alongside had blamed herself .
34,fought alongside,embed,nonlocal,0,b,matrix_subj,gender,mechanics,flight attendant,had blamed,herself,The mechanics who the flight attendant fought alongside had blamed herself . <eos>,The mechanics who the flight attendant fought alongside had blamed herself .
34,fought alongside,embed,local,1,a,rc_subj,gender,stylist,mechanics,had blamed,herself,The stylist who the mechanics fought alongside had blamed herself . <eos>,The stylist who the mechanics fought alongside had blamed herself .
34,fought alongside,embed,local,1,b,rc_subj,gender,flight attendant,mechanics,had blamed,herself,The flight attendant who the mechanics fought alongside had blamed herself . <eos>,The flight attendant who the mechanics fought alongside had blamed herself .
35,fought alongside,embed,local,1,a,none,none,stylist,flight attendant,had cut,herself,The stylist who the flight attendant fought alongside had cut herself . <eos>,The stylist who the flight attendant fought alongside had cut herself .
35,fought alongside,embed,local,1,b,none,none,flight attendant,stylist,had cut,herself,The flight attendant who the stylist fought alongside had cut herself . <eos>,The flight attendant who the stylist fought alongside had cut herself .
35,fought alongside,embed,nonlocal,0,a,matrix_subj,gender,mechanics,stylist,had cut,herself,The mechanics who the stylist fought alongside had cut herself . <eos>,The mechanics who the stylist fought alongside had cut herself .
