item,clause_type,locality,c-command,grammatical,counterbalance,subject,mismatch_position,mismatch_feature,matrix_subj_noun,rc_subj_noun,verb,pronoun,sentence,sentence_no_eos
47,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,established,themselves,The wives that the girl liked established themselves . <eos>,The wives that the girl liked established themselves .
48,simple,local,c-command,1,a,male,none,none,boys,actors,devoted,themselves,The boys that the actors liked devoted themselves . <eos>,The boys that the actors liked devoted themselves .
48,simple,local,c-command,1,b,male,none,none,actors,boys,devoted,themselves,The actors that the boys liked devoted themselves . <eos>,The actors that the boys liked devoted themselves .
48,simple,local,c-command,1,a,female,none,none,girls,wives,devoted,themselves,The girls that the wives liked devoted themselves . <eos>,The girls that the wives liked devoted themselves .
48,simple,local,c-command,1,b,female,none,none,wives,girls,devoted,themselves,The wives that the girls liked devoted themselves . <eos>,The wives that the girls liked devoted themselves .
48,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,actors,devoted,themselves,The boy that the actors liked devoted themselves . <eos>,The boy that the actors liked devoted themselves .
48,simple,local,no-c-command,0,b,male,matrix_subj,number,actor,boys,devoted,themselves,The actor that the boys liked devoted themselves . <eos>,The actor that the boys liked devoted themselves .
48,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,devoted,themselves,The girl that the wives liked devoted themselves . <eos>,The girl that the wives liked devoted themselves .
48,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,devoted,themselves,The wife that the girls liked devoted themselves . <eos>,The wife that the girls liked devoted themselves .
48,simple,local,c-command,1,a,male,rc_subj,number,boys,actor,devoted,themselves,The boys that the actor liked devoted themselves . <eos>,The boys that the actor liked devoted themselves .
48,simple,local,c-command,1,b,male,rc_subj,number,actors,boy,devoted,themselves,The actors that the boy liked devoted themselves . <eos>,The actors that the boy liked devoted themselves .
48,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,devoted,themselves,The girls that the wife liked devoted themselves . <eos>,The girls that the wife liked devoted themselves .
48,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,devoted,themselves,The wives that the girl liked devoted themselves . <eos>,The wives that the girl liked devoted themselves .
49,simple,local,c-command,1,a,male,none,none,boys,actors,considered,themselves,The boys that the actors liked considered themselves . <eos>,The boys that the actors liked considered themselves .
49,simple,local,c-command,1,b,male,none,none,actors,boys,considered,themselves,The actors that the boys liked considered themselves . <eos>,The actors that the boys liked considered themselves .
49,simple,local,c-command,1,a,female,none,none,girls,wives,considered,themselves,The girls that the wives liked considered themselves . <eos>,The girls that the wives liked considered themselves .
49,simple,local,c-command,1,b,female,none,none,wives,girls,considered,themselves,The wives that the girls liked considered themselves . <eos>,The wives that the girls liked considered themselves .
49,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,actors,considered,themselves,The boy that the actors liked considered themselves . <eos>,The boy that the actors liked considered themselves .
49,simple,local,no-c-command,0,b,male,matrix_subj,number,actor,boys,considered,themselves,The actor that the boys liked considered themselves . <eos>,The actor that the boys liked considered themselves .
49,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,considered,themselves,The girl that the wives liked considered themselves . <eos>,The girl that the wives liked considered themselves .
49,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,considered,themselves,The wife that the girls liked considered themselves . <eos>,The wife that the girls liked considered themselves .
49,simple,local,c-command,1,a,male,rc_subj,number,boys,actor,considered,themselves,The boys that the actor liked considered themselves . <eos>,The boys that the actor liked considered themselves .
49,simple,local,c-command,1,b,male,rc_subj,number,actors,boy,considered,themselves,The actors that the boy liked considered themselves . <eos>,The actors that the boy liked considered themselves .
49,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,considered,themselves,The girls that the wife liked considered themselves . <eos>,The girls that the wife liked considered themselves .
49,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,considered,themselves,The wives that the girl liked considered themselves . <eos>,The wives that the girl liked considered themselves .
50,simple,local,c-command,1,a,male,none,none,boys,actors,identified,themselves,The boys that the actors liked identified themselves . <eos>,The boys that the actors liked identified themselves .
50,simple,local,c-command,1,b,male,none,none,actors,boys,identified,themselves,The actors that the boys liked identified themselves . <eos>,The actors that the boys liked identified themselves .
50,simple,local,c-command,1,a,female,none,none,girls,wives,identified,themselves,The girls that the wives liked identified themselves . <eos>,The girls that the wives liked identified themselves .
50,simple,local,c-command,1,b,female,none,none,wives,girls,identified,themselves,The wives that the girls liked identified themselves . <eos>,The wives that the girls liked identified themselves .
50,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,actors,identified,themselves,The boy that the actors liked identified themselves . <eos>,The boy that the actors liked identified themselves .
50,simple,local,no-c-command,0,b,male,matrix_subj,number,actor,boys,identified,themselves,The actor that the boys liked identified themselves . <eos>,The actor that the boys liked identified themselves .
50,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,identified,themselves,The girl that the wives liked identified themselves . <eos>,The girl that the wives liked identified themselves .
50,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,identified,themselves,The wife that the girls liked identified themselves . <eos>,The wife that the girls liked identified themselves .
50,simple,local,c-command,1,a,male,rc_subj,number,boys,actor,identified,themselves,The boys that the actor liked identified themselves . <eos>,The boys that the actor liked identified themselves .
50,simple,local,c-command,1,b,male,rc_subj,number,actors,boy,identified,themselves,The actors that the boy liked identified themselves . <eos>,The actors that the boy liked identified themselves .
50,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,identified,themselves,The girls that the wife liked identified themselves . <eos>,The girls that the wife liked identified themselves .
50,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,identified,themselves,The wives that the girl liked identified themselves . <eos>,The wives that the girl liked identified themselves .
51,simple,local,c-command,1,a,male,none,none,boys,actors,made,themselves,The boys that the actors liked made themselves . <eos>,The boys that the actors liked made themselves .
51,simple,local,c-command,1,b,male,none,none,actors,boys,made,themselves,The actors that the boys liked made themselves . <eos>,The actors that the boys liked made themselves .
51,simple,local,c-command,1,a,female,none,none,girls,wives,made,themselves,The girls that the wives liked made themselves . <eos>,The girls that the wives liked made themselves .
51,simple,local,c-command,1,b,female,none,none,wives,girls,made,themselves,The wives that the girls liked made themselves . <eos>,The wives that the girls liked made themselves .
51,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,actors,made,themselves,The boy that the actors liked made themselves . <eos>,The boy that the actors liked made themselves .
51,simple,local,no-c-command,0,b,male,matrix_subj,number,actor,boys,made,themselves,The actor that the boys liked made themselves . <eos>,The actor that the boys liked made themselves .
51,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,made,themselves,The girl that the wives liked made themselves . <eos>,The girl that the wives liked made themselves .
51,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,made,themselves,The wife that the girls liked made themselves . <eos>,The wife that the girls liked made themselves .
51,simple,local,c-command,1,a,male,rc_subj,number,boys,actor,made,themselves,The boys that the actor liked made themselves . <eos>,The boys that the actor liked made themselves .
51,simple,local,c-command,1,b,male,rc_subj,number,actors,boy,made,themselves,The actors that the boy liked made themselves . <eos>,The actors that the boy liked made themselves .
51,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,made,themselves,The girls that the wife liked made themselves . <eos>,The girls that the wife liked made themselves .
51,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,made,themselves,The wives that the girl liked made themselves . <eos>,The wives that the girl liked made themselves .
52,simple,local,c-command,1,a,male,none,none,boys,actors,found,themselves,The boys that the actors liked found themselves . <eos>,The boys that the actors liked found themselves .
52,simple,local,c-command,1,b,male,none,none,actors,boys,found,themselves,The actors that the boys liked found themselves . <eos>,The actors that the boys liked found themselves .
52,simple,local,c-command,1,a,female,none,none,girls,wives,found,themselves,The girls that the wives liked found themselves . <eos>,The girls that the wives liked found themselves .
52,simple,local,c-command,1,b,female,none,none,wives,girls,found,themselves,The wives that the girls liked found themselves . <eos>,The wives that the girls liked found themselves .
52,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,actors,found,themselves,The boy that the actors liked found themselves . <eos>,The boy that the actors liked found themselves .
52,simple,local,no-c-command,0,b,male,matrix_subj,number,actor,boys,found,themselves,The actor that the boys liked found themselves . <eos>,The actor that the boys liked found themselves .
52,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,found,themselves,The girl that the wives liked found themselves . <eos>,The girl that the wives liked found themselves .
52,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,found,themselves,The wife that the girls liked found themselves . <eos>,The wife that the girls liked found themselves .
52,simple,local,c-command,1,a,male,rc_subj,number,boys,actor,found,themselves,The boys that the actor liked found themselves . <eos>,The boys that the actor liked found themselves .
52,simple,local,c-command,1,b,male,rc_subj,number,actors,boy,found,themselves,The actors that the boy liked found themselves . <eos>,The actors that the boy liked found themselves .
52,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,found,themselves,The girls that the wife liked found themselves . <eos>,The girls that the wife liked found themselves .
52,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,found,themselves,The wives that the girl liked found themselves . <eos>,The wives that the girl liked found themselves .
53,simple,local,c-command,1,a,male,none,none,boys,actors,distinguished,themselves,The boys that the actors liked distinguished themselves . <eos>,The boys that the actors liked distinguished themselves .
53,simple,local,c-command,1,b,male,none,none,actors,boys,distinguished,themselves,The actors that the boys liked distinguished themselves . <eos>,The actors that the boys liked distinguished themselves .
53,simple,local,c-command,1,a,female,none,none,girls,wives,distinguished,themselves,The girls that the wives liked distinguished themselves . <eos>,The girls that the wives liked distinguished themselves .
53,simple,local,c-command,1,b,female,none,none,wives,girls,distinguished,themselves,The wives that the girls liked distinguished themselves . <eos>,The wives that the girls liked distinguished themselves .
53,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,actors,distinguished,themselves,The boy that the actors liked distinguished themselves . <eos>,The boy that the actors liked distinguished themselves .
53,simple,local,no-c-command,0,b,male,matrix_subj,number,actor,boys,distinguished,themselves,The actor that the boys liked distinguished themselves . <eos>,The actor that the boys liked distinguished themselves .
53,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,distinguished,themselves,The girl that the wives liked distinguished themselves . <eos>,The girl that the wives liked distinguished themselves .
53,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,distinguished,themselves,The wife that the girls liked distinguished themselves . <eos>,The wife that the girls liked distinguished themselves .
53,simple,local,c-command,1,a,male,rc_subj,number,boys,actor,distinguished,themselves,The boys that the actor liked distinguished themselves . <eos>,The boys that the actor liked distinguished themselves .
53,simple,local,c-command,1,b,male,rc_subj,number,actors,boy,distinguished,themselves,The actors that the boy liked distinguished themselves . <eos>,The actors that the boy liked distinguished themselves .
53,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,distinguished,themselves,The girls that the wife liked distinguished themselves . <eos>,The girls that the wife liked distinguished themselves .
53,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,distinguished,themselves,The wives that the girl liked distinguished themselves . <eos>,The wives that the girl liked distinguished themselves .
54,simple,local,c-command,1,a,male,none,none,boys,actors,taught,themselves,The boys that the actors liked taught themselves . <eos>,The boys that the actors liked taught themselves .
54,simple,local,c-command,1,b,male,none,none,actors,boys,taught,themselves,The actors that the boys liked taught themselves . <eos>,The actors that the boys liked taught themselves .
54,simple,local,c-command,1,a,female,none,none,girls,wives,taught,themselves,The girls that the wives liked taught themselves . <eos>,The girls that the wives liked taught themselves .
54,simple,local,c-command,1,b,female,none,none,wives,girls,taught,themselves,The wives that the girls liked taught themselves . <eos>,The wives that the girls liked taught themselves .
54,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,actors,taught,themselves,The boy that the actors liked taught themselves . <eos>,The boy that the actors liked taught themselves .
54,simple,local,no-c-command,0,b,male,matrix_subj,number,actor,boys,taught,themselves,The actor that the boys liked taught themselves . <eos>,The actor that the boys liked taught themselves .
54,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,taught,themselves,The girl that the wives liked taught themselves . <eos>,The girl that the wives liked taught themselves .
54,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,taught,themselves,The wife that the girls liked taught themselves . <eos>,The wife that the girls liked taught themselves .
54,simple,local,c-command,1,a,male,rc_subj,number,boys,actor,taught,themselves,The boys that the actor liked taught themselves . <eos>,The boys that the actor liked taught themselves .
54,simple,local,c-command,1,b,male,rc_subj,number,actors,boy,taught,themselves,The actors that the boy liked taught themselves . <eos>,The actors that the boy liked taught themselves .
54,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,taught,themselves,The girls that the wife liked taught themselves . <eos>,The girls that the wife liked taught themselves .
54,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,taught,themselves,The wives that the girl liked taught themselves . <eos>,The wives that the girl liked taught themselves .
55,simple,local,c-command,1,a,male,none,none,boys,actors,killed,themselves,The boys that the actors liked killed themselves . <eos>,The boys that the actors liked killed themselves .
55,simple,local,c-command,1,b,male,none,none,actors,boys,killed,themselves,The actors that the boys liked killed themselves . <eos>,The actors that the boys liked killed themselves .
55,simple,local,c-command,1,a,female,none,none,girls,wives,killed,themselves,The girls that the wives liked killed themselves . <eos>,The girls that the wives liked killed themselves .
55,simple,local,c-command,1,b,female,none,none,wives,girls,killed,themselves,The wives that the girls liked killed themselves . <eos>,The wives that the girls liked killed themselves .
55,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,actors,killed,themselves,The boy that the actors liked killed themselves . <eos>,The boy that the actors liked killed themselves .
55,simple,local,no-c-command,0,b,male,matrix_subj,number,actor,boys,killed,themselves,The actor that the boys liked killed themselves . <eos>,The actor that the boys liked killed themselves .
55,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,killed,themselves,The girl that the wives liked killed themselves . <eos>,The girl that the wives liked killed themselves .
55,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,killed,themselves,The wife that the girls liked killed themselves . <eos>,The wife that the girls liked killed themselves .
55,simple,local,c-command,1,a,male,rc_subj,number,boys,actor,killed,themselves,The boys that the actor liked killed themselves . <eos>,The boys that the actor liked killed themselves .
55,simple,local,c-command,1,b,male,rc_subj,number,actors,boy,killed,themselves,The actors that the boy liked killed themselves . <eos>,The actors that the boy liked killed themselves .
55,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,killed,themselves,The girls that the wife liked killed themselves . <eos>,The girls that the wife liked killed themselves .
55,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,killed,themselves,The wives that the girl liked killed themselves . <eos>,The wives that the girl liked killed themselves .
56,simple,local,c-command,1,a,male,none,none,boys,actors,called,themselves,The boys that the actors liked called themselves . <eos>,The boys that the actors liked called themselves .
56,simple,local,c-command,1,b,male,none,none,actors,boys,called,themselves,The actors that the boys liked called themselves . <eos>,The actors that the boys liked called themselves .
56,simple,local,c-command,1,a,female,none,none,girls,wives,called,themselves,The girls that the wives liked called themselves . <eos>,The girls that the wives liked called themselves .
56,simple,local,c-command,1,b,female,none,none,wives,girls,called,themselves,The wives that the girls liked called themselves . <eos>,The wives that the girls liked called themselves .
56,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,actors,called,themselves,The boy that the actors liked called themselves . <eos>,The boy that the actors liked called themselves .
56,simple,local,no-c-command,0,b,male,matrix_subj,number,actor,boys,called,themselves,The actor that the boys liked called themselves . <eos>,The actor that the boys liked called themselves .
56,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,called,themselves,The girl that the wives liked called themselves . <eos>,The girl that the wives liked called themselves .
56,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,called,themselves,The wife that the girls liked called themselves . <eos>,The wife that the girls liked called themselves .
56,simple,local,c-command,1,a,male,rc_subj,number,boys,actor,called,themselves,The boys that the actor liked called themselves . <eos>,The boys that the actor liked called themselves .
56,simple,local,c-command,1,b,male,rc_subj,number,actors,boy,called,themselves,The actors that the boy liked called themselves . <eos>,The actors that the boy liked called themselves .
56,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,called,themselves,The girls that the wife liked called themselves . <eos>,The girls that the wife liked called themselves .
56,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,called,themselves,The wives that the girl liked called themselves . <eos>,The wives that the girl liked called themselves .
57,simple,local,c-command,1,a,male,none,none,boys,actors,dedicated,themselves,The boys that the actors liked dedicated themselves . <eos>,The boys that the actors liked dedicated themselves .
57,simple,local,c-command,1,b,male,none,none,actors,boys,dedicated,themselves,The actors that the boys liked dedicated themselves . <eos>,The actors that the boys liked dedicated themselves .
57,simple,local,c-command,1,a,female,none,none,girls,wives,dedicated,themselves,The girls that the wives liked dedicated themselves . <eos>,The girls that the wives liked dedicated themselves .
57,simple,local,c-command,1,b,female,none,none,wives,girls,dedicated,themselves,The wives that the girls liked dedicated themselves . <eos>,The wives that the girls liked dedicated themselves .
57,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,actors,dedicated,themselves,The boy that the actors liked dedicated themselves . <eos>,The boy that the actors liked dedicated themselves .
57,simple,local,no-c-command,0,b,male,matrix_subj,number,actor,boys,dedicated,themselves,The actor that the boys liked dedicated themselves . <eos>,The actor that the boys liked dedicated themselves .
57,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,dedicated,themselves,The girl that the wives liked dedicated themselves . <eos>,The girl that the wives liked dedicated themselves .
57,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,dedicated,themselves,The wife that the girls liked dedicated themselves . <eos>,The wife that the girls liked dedicated themselves .
57,simple,local,c-command,1,a,male,rc_subj,number,boys,actor,dedicated,themselves,The boys that the actor liked dedicated themselves . <eos>,The boys that the actor liked dedicated themselves .
57,simple,local,c-command,1,b,male,rc_subj,number,actors,boy,dedicated,themselves,The actors that the boy liked dedicated themselves . <eos>,The actors that the boy liked dedicated themselves .
57,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,dedicated,themselves,The girls that the wife liked dedicated themselves . <eos>,The girls that the wife liked dedicated themselves .
57,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,dedicated,themselves,The wives that the girl liked dedicated themselves . <eos>,The wives that the girl liked dedicated themselves .
58,simple,local,c-command,1,a,male,none,none,boys,actors,declared,themselves,The boys that the actors liked declared themselves . <eos>,The boys that the actors liked declared themselves .
58,simple,local,c-command,1,b,male,none,none,actors,boys,declared,themselves,The actors that the boys liked declared themselves . <eos>,The actors that the boys liked declared themselves .
58,simple,local,c-command,1,a,female,none,none,girls,wives,declared,themselves,The girls that the wives liked declared themselves . <eos>,The girls that the wives liked declared themselves .
58,simple,local,c-command,1,b,female,none,none,wives,girls,declared,themselves,The wives that the girls liked declared themselves . <eos>,The wives that the girls liked declared themselves .
58,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,actors,declared,themselves,The boy that the actors liked declared themselves . <eos>,The boy that the actors liked declared themselves .
58,simple,local,no-c-command,0,b,male,matrix_subj,number,actor,boys,declared,themselves,The actor that the boys liked declared themselves . <eos>,The actor that the boys liked declared themselves .
58,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,declared,themselves,The girl that the wives liked declared themselves . <eos>,The girl that the wives liked declared themselves .
58,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,declared,themselves,The wife that the girls liked declared themselves . <eos>,The wife that the girls liked declared themselves .
58,simple,local,c-command,1,a,male,rc_subj,number,boys,actor,declared,themselves,The boys that the actor liked declared themselves . <eos>,The boys that the actor liked declared themselves .
58,simple,local,c-command,1,b,male,rc_subj,number,actors,boy,declared,themselves,The actors that the boy liked declared themselves . <eos>,The actors that the boy liked declared themselves .
58,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,declared,themselves,The girls that the wife liked declared themselves . <eos>,The girls that the wife liked declared themselves .
58,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,declared,themselves,The wives that the girl liked declared themselves . <eos>,The wives that the girl liked declared themselves .
59,simple,local,c-command,1,a,male,none,none,boys,actors,proved,themselves,The boys that the actors liked proved themselves . <eos>,The boys that the actors liked proved themselves .
59,simple,local,c-command,1,b,male,none,none,actors,boys,proved,themselves,The actors that the boys liked proved themselves . <eos>,The actors that the boys liked proved themselves .
59,simple,local,c-command,1,a,female,none,none,girls,wives,proved,themselves,The girls that the wives liked proved themselves . <eos>,The girls that the wives liked proved themselves .
59,simple,local,c-command,1,b,female,none,none,wives,girls,proved,themselves,The wives that the girls liked proved themselves . <eos>,The wives that the girls liked proved themselves .
59,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,actors,proved,themselves,The boy that the actors liked proved themselves . <eos>,The boy that the actors liked proved themselves .
59,simple,local,no-c-command,0,b,male,matrix_subj,number,actor,boys,proved,themselves,The actor that the boys liked proved themselves . <eos>,The actor that the boys liked proved themselves .
59,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,proved,themselves,The girl that the wives liked proved themselves . <eos>,The girl that the wives liked proved themselves .
59,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,proved,themselves,The wife that the girls liked proved themselves . <eos>,The wife that the girls liked proved themselves .
59,simple,local,c-command,1,a,male,rc_subj,number,boys,actor,proved,themselves,The boys that the actor liked proved themselves . <eos>,The boys that the actor liked proved themselves .
59,simple,local,c-command,1,b,male,rc_subj,number,actors,boy,proved,themselves,The actors that the boy liked proved themselves . <eos>,The actors that the boy liked proved themselves .
59,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,proved,themselves,The girls that the wife liked proved themselves . <eos>,The girls that the wife liked proved themselves .
59,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,proved,themselves,The wives that the girl liked proved themselves . <eos>,The wives that the girl liked proved themselves .
60,simple,local,c-command,1,a,male,none,none,boys,actors,shot,themselves,The boys that the actors liked shot themselves . <eos>,The boys that the actors liked shot themselves .
60,simple,local,c-command,1,b,male,none,none,actors,boys,shot,themselves,The actors that the boys liked shot themselves . <eos>,The actors that the boys liked shot themselves .
60,simple,local,c-command,1,a,female,none,none,girls,wives,shot,themselves,The girls that the wives liked shot themselves . <eos>,The girls that the wives liked shot themselves .
60,simple,local,c-command,1,b,female,none,none,wives,girls,shot,themselves,The wives that the girls liked shot themselves . <eos>,The wives that the girls liked shot themselves .
60,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,actors,shot,themselves,The boy that the actors liked shot themselves . <eos>,The boy that the actors liked shot themselves .
60,simple,local,no-c-command,0,b,male,matrix_subj,number,actor,boys,shot,themselves,The actor that the boys liked shot themselves . <eos>,The actor that the boys liked shot themselves .
60,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,shot,themselves,The girl that the wives liked shot themselves . <eos>,The girl that the wives liked shot themselves .
60,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,shot,themselves,The wife that the girls liked shot themselves . <eos>,The wife that the girls liked shot themselves .
60,simple,local,c-command,1,a,male,rc_subj,number,boys,actor,shot,themselves,The boys that the actor liked shot themselves . <eos>,The boys that the actor liked shot themselves .
60,simple,local,c-command,1,b,male,rc_subj,number,actors,boy,shot,themselves,The actors that the boy liked shot themselves . <eos>,The actors that the boy liked shot themselves .
60,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,shot,themselves,The girls that the wife liked shot themselves . <eos>,The girls that the wife liked shot themselves .
60,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,shot,themselves,The wives that the girl liked shot themselves . <eos>,The wives that the girl liked shot themselves .
61,simple,local,c-command,1,a,male,none,none,boys,husbands,saw,themselves,The boys that the husbands liked saw themselves . <eos>,The boys that the husbands liked saw themselves .
61,simple,local,c-command,1,b,male,none,none,husbands,boys,saw,themselves,The husbands that the boys liked saw themselves . <eos>,The husbands that the boys liked saw themselves .
61,simple,local,c-command,1,a,female,none,none,girls,wives,saw,themselves,The girls that the wives liked saw themselves . <eos>,The girls that the wives liked saw themselves .
61,simple,local,c-command,1,b,female,none,none,wives,girls,saw,themselves,The wives that the girls liked saw themselves . <eos>,The wives that the girls liked saw themselves .
61,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,husbands,saw,themselves,The boy that the husbands liked saw themselves . <eos>,The boy that the husbands liked saw themselves .
61,simple,local,no-c-command,0,b,male,matrix_subj,number,husband,boys,saw,themselves,The husband that the boys liked saw themselves . <eos>,The husband that the boys liked saw themselves .
61,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,saw,themselves,The girl that the wives liked saw themselves . <eos>,The girl that the wives liked saw themselves .
61,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,saw,themselves,The wife that the girls liked saw themselves . <eos>,The wife that the girls liked saw themselves .
61,simple,local,c-command,1,a,male,rc_subj,number,boys,husband,saw,themselves,The boys that the husband liked saw themselves . <eos>,The boys that the husband liked saw themselves .
61,simple,local,c-command,1,b,male,rc_subj,number,husbands,boy,saw,themselves,The husbands that the boy liked saw themselves . <eos>,The husbands that the boy liked saw themselves .
61,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,saw,themselves,The girls that the wife liked saw themselves . <eos>,The girls that the wife liked saw themselves .
61,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,saw,themselves,The wives that the girl liked saw themselves . <eos>,The wives that the girl liked saw themselves .
62,simple,local,c-command,1,a,male,none,none,boys,husbands,established,themselves,The boys that the husbands liked established themselves . <eos>,The boys that the husbands liked established themselves .
62,simple,local,c-command,1,b,male,none,none,husbands,boys,established,themselves,The husbands that the boys liked established themselves . <eos>,The husbands that the boys liked established themselves .
62,simple,local,c-command,1,a,female,none,none,girls,wives,established,themselves,The girls that the wives liked established themselves . <eos>,The girls that the wives liked established themselves .
62,simple,local,c-command,1,b,female,none,none,wives,girls,established,themselves,The wives that the girls liked established themselves . <eos>,The wives that the girls liked established themselves .
62,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,husbands,established,themselves,The boy that the husbands liked established themselves . <eos>,The boy that the husbands liked established themselves .
62,simple,local,no-c-command,0,b,male,matrix_subj,number,husband,boys,established,themselves,The husband that the boys liked established themselves . <eos>,The husband that the boys liked established themselves .
62,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,established,themselves,The girl that the wives liked established themselves . <eos>,The girl that the wives liked established themselves .
62,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,established,themselves,The wife that the girls liked established themselves . <eos>,The wife that the girls liked established themselves .
62,simple,local,c-command,1,a,male,rc_subj,number,boys,husband,established,themselves,The boys that the husband liked established themselves . <eos>,The boys that the husband liked established themselves .
62,simple,local,c-command,1,b,male,rc_subj,number,husbands,boy,established,themselves,The husbands that the boy liked established themselves . <eos>,The husbands that the boy liked established themselves .
62,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,established,themselves,The girls that the wife liked established themselves . <eos>,The girls that the wife liked established themselves .
62,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,established,themselves,The wives that the girl liked established themselves . <eos>,The wives that the girl liked established themselves .
63,simple,local,c-command,1,a,male,none,none,boys,husbands,devoted,themselves,The boys that the husbands liked devoted themselves . <eos>,The boys that the husbands liked devoted themselves .
63,simple,local,c-command,1,b,male,none,none,husbands,boys,devoted,themselves,The husbands that the boys liked devoted themselves . <eos>,The husbands that the boys liked devoted themselves .
63,simple,local,c-command,1,a,female,none,none,girls,wives,devoted,themselves,The girls that the wives liked devoted themselves . <eos>,The girls that the wives liked devoted themselves .
63,simple,local,c-command,1,b,female,none,none,wives,girls,devoted,themselves,The wives that the girls liked devoted themselves . <eos>,The wives that the girls liked devoted themselves .
63,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,husbands,devoted,themselves,The boy that the husbands liked devoted themselves . <eos>,The boy that the husbands liked devoted themselves .
63,simple,local,no-c-command,0,b,male,matrix_subj,number,husband,boys,devoted,themselves,The husband that the boys liked devoted themselves . <eos>,The husband that the boys liked devoted themselves .
