item,clause_type,locality,grammatical,counterbalance,subject,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
55,embed,local,1,b,male,nonlocal_subj,number,actor,boys,killed,them,The actor said that the boys killed them . <eos>,The actor said that the boys killed them .
55,embed,local,1,a,female,nonlocal_subj,number,girl,wives,killed,them,The girl said that the wives killed them . <eos>,The girl said that the wives killed them .
55,embed,local,1,b,female,nonlocal_subj,number,wife,girls,killed,them,The wife said that the girls killed them . <eos>,The wife said that the girls killed them .
55,embed,nonlocal,0,a,male,local_subj,number,boys,actor,killed,them,The boys said that the actor killed them . <eos>,The boys said that the actor killed them .
55,embed,nonlocal,0,b,male,local_subj,number,actors,boy,killed,them,The actors said that the boy killed them . <eos>,The actors said that the boy killed them .
55,embed,nonlocal,0,a,female,local_subj,number,girls,wife,killed,them,The girls said that the wife killed them . <eos>,The girls said that the wife killed them .
55,embed,nonlocal,0,b,female,local_subj,number,wives,girl,killed,them,The wives said that the girl killed them . <eos>,The wives said that the girl killed them .
56,embed,local,1,a,male,none,none,boys,actors,called,them,The boys said that the actors called them . <eos>,The boys said that the actors called them .
56,embed,local,1,b,male,none,none,actors,boys,called,them,The actors said that the boys called them . <eos>,The actors said that the boys called them .
56,embed,local,1,a,female,none,none,girls,wives,called,them,The girls said that the wives called them . <eos>,The girls said that the wives called them .
56,embed,local,1,b,female,none,none,wives,girls,called,them,The wives said that the girls called them . <eos>,The wives said that the girls called them .
56,embed,local,1,a,male,nonlocal_subj,number,boy,actors,called,them,The boy said that the actors called them . <eos>,The boy said that the actors called them .
56,embed,local,1,b,male,nonlocal_subj,number,actor,boys,called,them,The actor said that the boys called them . <eos>,The actor said that the boys called them .
56,embed,local,1,a,female,nonlocal_subj,number,girl,wives,called,them,The girl said that the wives called them . <eos>,The girl said that the wives called them .
56,embed,local,1,b,female,nonlocal_subj,number,wife,girls,called,them,The wife said that the girls called them . <eos>,The wife said that the girls called them .
56,embed,nonlocal,0,a,male,local_subj,number,boys,actor,called,them,The boys said that the actor called them . <eos>,The boys said that the actor called them .
56,embed,nonlocal,0,b,male,local_subj,number,actors,boy,called,them,The actors said that the boy called them . <eos>,The actors said that the boy called them .
56,embed,nonlocal,0,a,female,local_subj,number,girls,wife,called,them,The girls said that the wife called them . <eos>,The girls said that the wife called them .
56,embed,nonlocal,0,b,female,local_subj,number,wives,girl,called,them,The wives said that the girl called them . <eos>,The wives said that the girl called them .
57,embed,local,1,a,male,none,none,boys,actors,dedicated,them,The boys said that the actors dedicated them . <eos>,The boys said that the actors dedicated them .
57,embed,local,1,b,male,none,none,actors,boys,dedicated,them,The actors said that the boys dedicated them . <eos>,The actors said that the boys dedicated them .
57,embed,local,1,a,female,none,none,girls,wives,dedicated,them,The girls said that the wives dedicated them . <eos>,The girls said that the wives dedicated them .
57,embed,local,1,b,female,none,none,wives,girls,dedicated,them,The wives said that the girls dedicated them . <eos>,The wives said that the girls dedicated them .
57,embed,local,1,a,male,nonlocal_subj,number,boy,actors,dedicated,them,The boy said that the actors dedicated them . <eos>,The boy said that the actors dedicated them .
57,embed,local,1,b,male,nonlocal_subj,number,actor,boys,dedicated,them,The actor said that the boys dedicated them . <eos>,The actor said that the boys dedicated them .
57,embed,local,1,a,female,nonlocal_subj,number,girl,wives,dedicated,them,The girl said that the wives dedicated them . <eos>,The girl said that the wives dedicated them .
57,embed,local,1,b,female,nonlocal_subj,number,wife,girls,dedicated,them,The wife said that the girls dedicated them . <eos>,The wife said that the girls dedicated them .
57,embed,nonlocal,0,a,male,local_subj,number,boys,actor,dedicated,them,The boys said that the actor dedicated them . <eos>,The boys said that the actor dedicated them .
57,embed,nonlocal,0,b,male,local_subj,number,actors,boy,dedicated,them,The actors said that the boy dedicated them . <eos>,The actors said that the boy dedicated them .
57,embed,nonlocal,0,a,female,local_subj,number,girls,wife,dedicated,them,The girls said that the wife dedicated them . <eos>,The girls said that the wife dedicated them .
57,embed,nonlocal,0,b,female,local_subj,number,wives,girl,dedicated,them,The wives said that the girl dedicated them . <eos>,The wives said that the girl dedicated them .
58,embed,local,1,a,male,none,none,boys,actors,declared,them,The boys said that the actors declared them . <eos>,The boys said that the actors declared them .
58,embed,local,1,b,male,none,none,actors,boys,declared,them,The actors said that the boys declared them . <eos>,The actors said that the boys declared them .
58,embed,local,1,a,female,none,none,girls,wives,declared,them,The girls said that the wives declared them . <eos>,The girls said that the wives declared them .
58,embed,local,1,b,female,none,none,wives,girls,declared,them,The wives said that the girls declared them . <eos>,The wives said that the girls declared them .
58,embed,local,1,a,male,nonlocal_subj,number,boy,actors,declared,them,The boy said that the actors declared them . <eos>,The boy said that the actors declared them .
58,embed,local,1,b,male,nonlocal_subj,number,actor,boys,declared,them,The actor said that the boys declared them . <eos>,The actor said that the boys declared them .
58,embed,local,1,a,female,nonlocal_subj,number,girl,wives,declared,them,The girl said that the wives declared them . <eos>,The girl said that the wives declared them .
58,embed,local,1,b,female,nonlocal_subj,number,wife,girls,declared,them,The wife said that the girls declared them . <eos>,The wife said that the girls declared them .
58,embed,nonlocal,0,a,male,local_subj,number,boys,actor,declared,them,The boys said that the actor declared them . <eos>,The boys said that the actor declared them .
58,embed,nonlocal,0,b,male,local_subj,number,actors,boy,declared,them,The actors said that the boy declared them . <eos>,The actors said that the boy declared them .
58,embed,nonlocal,0,a,female,local_subj,number,girls,wife,declared,them,The girls said that the wife declared them . <eos>,The girls said that the wife declared them .
58,embed,nonlocal,0,b,female,local_subj,number,wives,girl,declared,them,The wives said that the girl declared them . <eos>,The wives said that the girl declared them .
59,embed,local,1,a,male,none,none,boys,actors,proved,them,The boys said that the actors proved them . <eos>,The boys said that the actors proved them .
59,embed,local,1,b,male,none,none,actors,boys,proved,them,The actors said that the boys proved them . <eos>,The actors said that the boys proved them .
59,embed,local,1,a,female,none,none,girls,wives,proved,them,The girls said that the wives proved them . <eos>,The girls said that the wives proved them .
59,embed,local,1,b,female,none,none,wives,girls,proved,them,The wives said that the girls proved them . <eos>,The wives said that the girls proved them .
59,embed,local,1,a,male,nonlocal_subj,number,boy,actors,proved,them,The boy said that the actors proved them . <eos>,The boy said that the actors proved them .
59,embed,local,1,b,male,nonlocal_subj,number,actor,boys,proved,them,The actor said that the boys proved them . <eos>,The actor said that the boys proved them .
59,embed,local,1,a,female,nonlocal_subj,number,girl,wives,proved,them,The girl said that the wives proved them . <eos>,The girl said that the wives proved them .
59,embed,local,1,b,female,nonlocal_subj,number,wife,girls,proved,them,The wife said that the girls proved them . <eos>,The wife said that the girls proved them .
59,embed,nonlocal,0,a,male,local_subj,number,boys,actor,proved,them,The boys said that the actor proved them . <eos>,The boys said that the actor proved them .
59,embed,nonlocal,0,b,male,local_subj,number,actors,boy,proved,them,The actors said that the boy proved them . <eos>,The actors said that the boy proved them .
59,embed,nonlocal,0,a,female,local_subj,number,girls,wife,proved,them,The girls said that the wife proved them . <eos>,The girls said that the wife proved them .
59,embed,nonlocal,0,b,female,local_subj,number,wives,girl,proved,them,The wives said that the girl proved them . <eos>,The wives said that the girl proved them .
60,embed,local,1,a,male,none,none,boys,actors,shot,them,The boys said that the actors shot them . <eos>,The boys said that the actors shot them .
60,embed,local,1,b,male,none,none,actors,boys,shot,them,The actors said that the boys shot them . <eos>,The actors said that the boys shot them .
60,embed,local,1,a,female,none,none,girls,wives,shot,them,The girls said that the wives shot them . <eos>,The girls said that the wives shot them .
60,embed,local,1,b,female,none,none,wives,girls,shot,them,The wives said that the girls shot them . <eos>,The wives said that the girls shot them .
60,embed,local,1,a,male,nonlocal_subj,number,boy,actors,shot,them,The boy said that the actors shot them . <eos>,The boy said that the actors shot them .
60,embed,local,1,b,male,nonlocal_subj,number,actor,boys,shot,them,The actor said that the boys shot them . <eos>,The actor said that the boys shot them .
60,embed,local,1,a,female,nonlocal_subj,number,girl,wives,shot,them,The girl said that the wives shot them . <eos>,The girl said that the wives shot them .
60,embed,local,1,b,female,nonlocal_subj,number,wife,girls,shot,them,The wife said that the girls shot them . <eos>,The wife said that the girls shot them .
60,embed,nonlocal,0,a,male,local_subj,number,boys,actor,shot,them,The boys said that the actor shot them . <eos>,The boys said that the actor shot them .
60,embed,nonlocal,0,b,male,local_subj,number,actors,boy,shot,them,The actors said that the boy shot them . <eos>,The actors said that the boy shot them .
60,embed,nonlocal,0,a,female,local_subj,number,girls,wife,shot,them,The girls said that the wife shot them . <eos>,The girls said that the wife shot them .
60,embed,nonlocal,0,b,female,local_subj,number,wives,girl,shot,them,The wives said that the girl shot them . <eos>,The wives said that the girl shot them .
61,embed,local,1,a,male,none,none,boys,husbands,saw,them,The boys said that the husbands saw them . <eos>,The boys said that the husbands saw them .
61,embed,local,1,b,male,none,none,husbands,boys,saw,them,The husbands said that the boys saw them . <eos>,The husbands said that the boys saw them .
61,embed,local,1,a,female,none,none,girls,wives,saw,them,The girls said that the wives saw them . <eos>,The girls said that the wives saw them .
61,embed,local,1,b,female,none,none,wives,girls,saw,them,The wives said that the girls saw them . <eos>,The wives said that the girls saw them .
61,embed,local,1,a,male,nonlocal_subj,number,boy,husbands,saw,them,The boy said that the husbands saw them . <eos>,The boy said that the husbands saw them .
61,embed,local,1,b,male,nonlocal_subj,number,husband,boys,saw,them,The husband said that the boys saw them . <eos>,The husband said that the boys saw them .
61,embed,local,1,a,female,nonlocal_subj,number,girl,wives,saw,them,The girl said that the wives saw them . <eos>,The girl said that the wives saw them .
61,embed,local,1,b,female,nonlocal_subj,number,wife,girls,saw,them,The wife said that the girls saw them . <eos>,The wife said that the girls saw them .
61,embed,nonlocal,0,a,male,local_subj,number,boys,husband,saw,them,The boys said that the husband saw them . <eos>,The boys said that the husband saw them .
61,embed,nonlocal,0,b,male,local_subj,number,husbands,boy,saw,them,The husbands said that the boy saw them . <eos>,The husbands said that the boy saw them .
61,embed,nonlocal,0,a,female,local_subj,number,girls,wife,saw,them,The girls said that the wife saw them . <eos>,The girls said that the wife saw them .
61,embed,nonlocal,0,b,female,local_subj,number,wives,girl,saw,them,The wives said that the girl saw them . <eos>,The wives said that the girl saw them .
62,embed,local,1,a,male,none,none,boys,husbands,established,them,The boys said that the husbands established them . <eos>,The boys said that the husbands established them .
62,embed,local,1,b,male,none,none,husbands,boys,established,them,The husbands said that the boys established them . <eos>,The husbands said that the boys established them .
62,embed,local,1,a,female,none,none,girls,wives,established,them,The girls said that the wives established them . <eos>,The girls said that the wives established them .
62,embed,local,1,b,female,none,none,wives,girls,established,them,The wives said that the girls established them . <eos>,The wives said that the girls established them .
62,embed,local,1,a,male,nonlocal_subj,number,boy,husbands,established,them,The boy said that the husbands established them . <eos>,The boy said that the husbands established them .
62,embed,local,1,b,male,nonlocal_subj,number,husband,boys,established,them,The husband said that the boys established them . <eos>,The husband said that the boys established them .
62,embed,local,1,a,female,nonlocal_subj,number,girl,wives,established,them,The girl said that the wives established them . <eos>,The girl said that the wives established them .
62,embed,local,1,b,female,nonlocal_subj,number,wife,girls,established,them,The wife said that the girls established them . <eos>,The wife said that the girls established them .
62,embed,nonlocal,0,a,male,local_subj,number,boys,husband,established,them,The boys said that the husband established them . <eos>,The boys said that the husband established them .
62,embed,nonlocal,0,b,male,local_subj,number,husbands,boy,established,them,The husbands said that the boy established them . <eos>,The husbands said that the boy established them .
62,embed,nonlocal,0,a,female,local_subj,number,girls,wife,established,them,The girls said that the wife established them . <eos>,The girls said that the wife established them .
62,embed,nonlocal,0,b,female,local_subj,number,wives,girl,established,them,The wives said that the girl established them . <eos>,The wives said that the girl established them .
63,embed,local,1,a,male,none,none,boys,husbands,devoted,them,The boys said that the husbands devoted them . <eos>,The boys said that the husbands devoted them .
63,embed,local,1,b,male,none,none,husbands,boys,devoted,them,The husbands said that the boys devoted them . <eos>,The husbands said that the boys devoted them .
63,embed,local,1,a,female,none,none,girls,wives,devoted,them,The girls said that the wives devoted them . <eos>,The girls said that the wives devoted them .
63,embed,local,1,b,female,none,none,wives,girls,devoted,them,The wives said that the girls devoted them . <eos>,The wives said that the girls devoted them .
63,embed,local,1,a,male,nonlocal_subj,number,boy,husbands,devoted,them,The boy said that the husbands devoted them . <eos>,The boy said that the husbands devoted them .
63,embed,local,1,b,male,nonlocal_subj,number,husband,boys,devoted,them,The husband said that the boys devoted them . <eos>,The husband said that the boys devoted them .
63,embed,local,1,a,female,nonlocal_subj,number,girl,wives,devoted,them,The girl said that the wives devoted them . <eos>,The girl said that the wives devoted them .
63,embed,local,1,b,female,nonlocal_subj,number,wife,girls,devoted,them,The wife said that the girls devoted them . <eos>,The wife said that the girls devoted them .
63,embed,nonlocal,0,a,male,local_subj,number,boys,husband,devoted,them,The boys said that the husband devoted them . <eos>,The boys said that the husband devoted them .
63,embed,nonlocal,0,b,male,local_subj,number,husbands,boy,devoted,them,The husbands said that the boy devoted them . <eos>,The husbands said that the boy devoted them .
63,embed,nonlocal,0,a,female,local_subj,number,girls,wife,devoted,them,The girls said that the wife devoted them . <eos>,The girls said that the wife devoted them .
63,embed,nonlocal,0,b,female,local_subj,number,wives,girl,devoted,them,The wives said that the girl devoted them . <eos>,The wives said that the girl devoted them .
64,embed,local,1,a,male,none,none,boys,husbands,considered,them,The boys said that the husbands considered them . <eos>,The boys said that the husbands considered them .
64,embed,local,1,b,male,none,none,husbands,boys,considered,them,The husbands said that the boys considered them . <eos>,The husbands said that the boys considered them .
64,embed,local,1,a,female,none,none,girls,wives,considered,them,The girls said that the wives considered them . <eos>,The girls said that the wives considered them .
64,embed,local,1,b,female,none,none,wives,girls,considered,them,The wives said that the girls considered them . <eos>,The wives said that the girls considered them .
64,embed,local,1,a,male,nonlocal_subj,number,boy,husbands,considered,them,The boy said that the husbands considered them . <eos>,The boy said that the husbands considered them .
64,embed,local,1,b,male,nonlocal_subj,number,husband,boys,considered,them,The husband said that the boys considered them . <eos>,The husband said that the boys considered them .
64,embed,local,1,a,female,nonlocal_subj,number,girl,wives,considered,them,The girl said that the wives considered them . <eos>,The girl said that the wives considered them .
64,embed,local,1,b,female,nonlocal_subj,number,wife,girls,considered,them,The wife said that the girls considered them . <eos>,The wife said that the girls considered them .
64,embed,nonlocal,0,a,male,local_subj,number,boys,husband,considered,them,The boys said that the husband considered them . <eos>,The boys said that the husband considered them .
64,embed,nonlocal,0,b,male,local_subj,number,husbands,boy,considered,them,The husbands said that the boy considered them . <eos>,The husbands said that the boy considered them .
64,embed,nonlocal,0,a,female,local_subj,number,girls,wife,considered,them,The girls said that the wife considered them . <eos>,The girls said that the wife considered them .
64,embed,nonlocal,0,b,female,local_subj,number,wives,girl,considered,them,The wives said that the girl considered them . <eos>,The wives said that the girl considered them .
65,embed,local,1,a,male,none,none,boys,husbands,identified,them,The boys said that the husbands identified them . <eos>,The boys said that the husbands identified them .
65,embed,local,1,b,male,none,none,husbands,boys,identified,them,The husbands said that the boys identified them . <eos>,The husbands said that the boys identified them .
65,embed,local,1,a,female,none,none,girls,wives,identified,them,The girls said that the wives identified them . <eos>,The girls said that the wives identified them .
65,embed,local,1,b,female,none,none,wives,girls,identified,them,The wives said that the girls identified them . <eos>,The wives said that the girls identified them .
65,embed,local,1,a,male,nonlocal_subj,number,boy,husbands,identified,them,The boy said that the husbands identified them . <eos>,The boy said that the husbands identified them .
65,embed,local,1,b,male,nonlocal_subj,number,husband,boys,identified,them,The husband said that the boys identified them . <eos>,The husband said that the boys identified them .
65,embed,local,1,a,female,nonlocal_subj,number,girl,wives,identified,them,The girl said that the wives identified them . <eos>,The girl said that the wives identified them .
65,embed,local,1,b,female,nonlocal_subj,number,wife,girls,identified,them,The wife said that the girls identified them . <eos>,The wife said that the girls identified them .
65,embed,nonlocal,0,a,male,local_subj,number,boys,husband,identified,them,The boys said that the husband identified them . <eos>,The boys said that the husband identified them .
65,embed,nonlocal,0,b,male,local_subj,number,husbands,boy,identified,them,The husbands said that the boy identified them . <eos>,The husbands said that the boy identified them .
65,embed,nonlocal,0,a,female,local_subj,number,girls,wife,identified,them,The girls said that the wife identified them . <eos>,The girls said that the wife identified them .
65,embed,nonlocal,0,b,female,local_subj,number,wives,girl,identified,them,The wives said that the girl identified them . <eos>,The wives said that the girl identified them .
66,embed,local,1,a,male,none,none,boys,husbands,made,them,The boys said that the husbands made them . <eos>,The boys said that the husbands made them .
66,embed,local,1,b,male,none,none,husbands,boys,made,them,The husbands said that the boys made them . <eos>,The husbands said that the boys made them .
66,embed,local,1,a,female,none,none,girls,wives,made,them,The girls said that the wives made them . <eos>,The girls said that the wives made them .
66,embed,local,1,b,female,none,none,wives,girls,made,them,The wives said that the girls made them . <eos>,The wives said that the girls made them .
66,embed,local,1,a,male,nonlocal_subj,number,boy,husbands,made,them,The boy said that the husbands made them . <eos>,The boy said that the husbands made them .
66,embed,local,1,b,male,nonlocal_subj,number,husband,boys,made,them,The husband said that the boys made them . <eos>,The husband said that the boys made them .
66,embed,local,1,a,female,nonlocal_subj,number,girl,wives,made,them,The girl said that the wives made them . <eos>,The girl said that the wives made them .
66,embed,local,1,b,female,nonlocal_subj,number,wife,girls,made,them,The wife said that the girls made them . <eos>,The wife said that the girls made them .
66,embed,nonlocal,0,a,male,local_subj,number,boys,husband,made,them,The boys said that the husband made them . <eos>,The boys said that the husband made them .
66,embed,nonlocal,0,b,male,local_subj,number,husbands,boy,made,them,The husbands said that the boy made them . <eos>,The husbands said that the boy made them .
66,embed,nonlocal,0,a,female,local_subj,number,girls,wife,made,them,The girls said that the wife made them . <eos>,The girls said that the wife made them .
66,embed,nonlocal,0,b,female,local_subj,number,wives,girl,made,them,The wives said that the girl made them . <eos>,The wives said that the girl made them .
67,embed,local,1,a,male,none,none,boys,husbands,found,them,The boys said that the husbands found them . <eos>,The boys said that the husbands found them .
67,embed,local,1,b,male,none,none,husbands,boys,found,them,The husbands said that the boys found them . <eos>,The husbands said that the boys found them .
67,embed,local,1,a,female,none,none,girls,wives,found,them,The girls said that the wives found them . <eos>,The girls said that the wives found them .
67,embed,local,1,b,female,none,none,wives,girls,found,them,The wives said that the girls found them . <eos>,The wives said that the girls found them .
67,embed,local,1,a,male,nonlocal_subj,number,boy,husbands,found,them,The boy said that the husbands found them . <eos>,The boy said that the husbands found them .
67,embed,local,1,b,male,nonlocal_subj,number,husband,boys,found,them,The husband said that the boys found them . <eos>,The husband said that the boys found them .
67,embed,local,1,a,female,nonlocal_subj,number,girl,wives,found,them,The girl said that the wives found them . <eos>,The girl said that the wives found them .
67,embed,local,1,b,female,nonlocal_subj,number,wife,girls,found,them,The wife said that the girls found them . <eos>,The wife said that the girls found them .
67,embed,nonlocal,0,a,male,local_subj,number,boys,husband,found,them,The boys said that the husband found them . <eos>,The boys said that the husband found them .
67,embed,nonlocal,0,b,male,local_subj,number,husbands,boy,found,them,The husbands said that the boy found them . <eos>,The husbands said that the boy found them .
67,embed,nonlocal,0,a,female,local_subj,number,girls,wife,found,them,The girls said that the wife found them . <eos>,The girls said that the wife found them .
67,embed,nonlocal,0,b,female,local_subj,number,wives,girl,found,them,The wives said that the girl found them . <eos>,The wives said that the girl found them .
68,embed,local,1,a,male,none,none,boys,husbands,distinguished,them,The boys said that the husbands distinguished them . <eos>,The boys said that the husbands distinguished them .
68,embed,local,1,b,male,none,none,husbands,boys,distinguished,them,The husbands said that the boys distinguished them . <eos>,The husbands said that the boys distinguished them .
68,embed,local,1,a,female,none,none,girls,wives,distinguished,them,The girls said that the wives distinguished them . <eos>,The girls said that the wives distinguished them .
68,embed,local,1,b,female,none,none,wives,girls,distinguished,them,The wives said that the girls distinguished them . <eos>,The wives said that the girls distinguished them .
68,embed,local,1,a,male,nonlocal_subj,number,boy,husbands,distinguished,them,The boy said that the husbands distinguished them . <eos>,The boy said that the husbands distinguished them .
68,embed,local,1,b,male,nonlocal_subj,number,husband,boys,distinguished,them,The husband said that the boys distinguished them . <eos>,The husband said that the boys distinguished them .
68,embed,local,1,a,female,nonlocal_subj,number,girl,wives,distinguished,them,The girl said that the wives distinguished them . <eos>,The girl said that the wives distinguished them .
68,embed,local,1,b,female,nonlocal_subj,number,wife,girls,distinguished,them,The wife said that the girls distinguished them . <eos>,The wife said that the girls distinguished them .
68,embed,nonlocal,0,a,male,local_subj,number,boys,husband,distinguished,them,The boys said that the husband distinguished them . <eos>,The boys said that the husband distinguished them .
68,embed,nonlocal,0,b,male,local_subj,number,husbands,boy,distinguished,them,The husbands said that the boy distinguished them . <eos>,The husbands said that the boy distinguished them .
68,embed,nonlocal,0,a,female,local_subj,number,girls,wife,distinguished,them,The girls said that the wife distinguished them . <eos>,The girls said that the wife distinguished them .
68,embed,nonlocal,0,b,female,local_subj,number,wives,girl,distinguished,them,The wives said that the girl distinguished them . <eos>,The wives said that the girl distinguished them .
69,embed,local,1,a,male,none,none,boys,husbands,taught,them,The boys said that the husbands taught them . <eos>,The boys said that the husbands taught them .
69,embed,local,1,b,male,none,none,husbands,boys,taught,them,The husbands said that the boys taught them . <eos>,The husbands said that the boys taught them .
69,embed,local,1,a,female,none,none,girls,wives,taught,them,The girls said that the wives taught them . <eos>,The girls said that the wives taught them .
69,embed,local,1,b,female,none,none,wives,girls,taught,them,The wives said that the girls taught them . <eos>,The wives said that the girls taught them .
69,embed,local,1,a,male,nonlocal_subj,number,boy,husbands,taught,them,The boy said that the husbands taught them . <eos>,The boy said that the husbands taught them .
69,embed,local,1,b,male,nonlocal_subj,number,husband,boys,taught,them,The husband said that the boys taught them . <eos>,The husband said that the boys taught them .
69,embed,local,1,a,female,nonlocal_subj,number,girl,wives,taught,them,The girl said that the wives taught them . <eos>,The girl said that the wives taught them .
69,embed,local,1,b,female,nonlocal_subj,number,wife,girls,taught,them,The wife said that the girls taught them . <eos>,The wife said that the girls taught them .
69,embed,nonlocal,0,a,male,local_subj,number,boys,husband,taught,them,The boys said that the husband taught them . <eos>,The boys said that the husband taught them .
69,embed,nonlocal,0,b,male,local_subj,number,husbands,boy,taught,them,The husbands said that the boy taught them . <eos>,The husbands said that the boy taught them .
69,embed,nonlocal,0,a,female,local_subj,number,girls,wife,taught,them,The girls said that the wife taught them . <eos>,The girls said that the wife taught them .
69,embed,nonlocal,0,b,female,local_subj,number,wives,girl,taught,them,The wives said that the girl taught them . <eos>,The wives said that the girl taught them .
70,embed,local,1,a,male,none,none,boys,husbands,killed,them,The boys said that the husbands killed them . <eos>,The boys said that the husbands killed them .
70,embed,local,1,b,male,none,none,husbands,boys,killed,them,The husbands said that the boys killed them . <eos>,The husbands said that the boys killed them .
70,embed,local,1,a,female,none,none,girls,wives,killed,them,The girls said that the wives killed them . <eos>,The girls said that the wives killed them .
70,embed,local,1,b,female,none,none,wives,girls,killed,them,The wives said that the girls killed them . <eos>,The wives said that the girls killed them .
70,embed,local,1,a,male,nonlocal_subj,number,boy,husbands,killed,them,The boy said that the husbands killed them . <eos>,The boy said that the husbands killed them .
70,embed,local,1,b,male,nonlocal_subj,number,husband,boys,killed,them,The husband said that the boys killed them . <eos>,The husband said that the boys killed them .
70,embed,local,1,a,female,nonlocal_subj,number,girl,wives,killed,them,The girl said that the wives killed them . <eos>,The girl said that the wives killed them .
70,embed,local,1,b,female,nonlocal_subj,number,wife,girls,killed,them,The wife said that the girls killed them . <eos>,The wife said that the girls killed them .
70,embed,nonlocal,0,a,male,local_subj,number,boys,husband,killed,them,The boys said that the husband killed them . <eos>,The boys said that the husband killed them .
70,embed,nonlocal,0,b,male,local_subj,number,husbands,boy,killed,them,The husbands said that the boy killed them . <eos>,The husbands said that the boy killed them .
70,embed,nonlocal,0,a,female,local_subj,number,girls,wife,killed,them,The girls said that the wife killed them . <eos>,The girls said that the wife killed them .
70,embed,nonlocal,0,b,female,local_subj,number,wives,girl,killed,them,The wives said that the girl killed them . <eos>,The wives said that the girl killed them .
71,embed,local,1,a,male,none,none,boys,husbands,called,them,The boys said that the husbands called them . <eos>,The boys said that the husbands called them .
71,embed,local,1,b,male,none,none,husbands,boys,called,them,The husbands said that the boys called them . <eos>,The husbands said that the boys called them .
71,embed,local,1,a,female,none,none,girls,wives,called,them,The girls said that the wives called them . <eos>,The girls said that the wives called them .
71,embed,local,1,b,female,none,none,wives,girls,called,them,The wives said that the girls called them . <eos>,The wives said that the girls called them .
71,embed,local,1,a,male,nonlocal_subj,number,boy,husbands,called,them,The boy said that the husbands called them . <eos>,The boy said that the husbands called them .
71,embed,local,1,b,male,nonlocal_subj,number,husband,boys,called,them,The husband said that the boys called them . <eos>,The husband said that the boys called them .
71,embed,local,1,a,female,nonlocal_subj,number,girl,wives,called,them,The girl said that the wives called them . <eos>,The girl said that the wives called them .
71,embed,local,1,b,female,nonlocal_subj,number,wife,girls,called,them,The wife said that the girls called them . <eos>,The wife said that the girls called them .
71,embed,nonlocal,0,a,male,local_subj,number,boys,husband,called,them,The boys said that the husband called them . <eos>,The boys said that the husband called them .
71,embed,nonlocal,0,b,male,local_subj,number,husbands,boy,called,them,The husbands said that the boy called them . <eos>,The husbands said that the boy called them .
71,embed,nonlocal,0,a,female,local_subj,number,girls,wife,called,them,The girls said that the wife called them . <eos>,The girls said that the wife called them .
71,embed,nonlocal,0,b,female,local_subj,number,wives,girl,called,them,The wives said that the girl called them . <eos>,The wives said that the girl called them .
72,embed,local,1,a,male,none,none,boys,husbands,dedicated,them,The boys said that the husbands dedicated them . <eos>,The boys said that the husbands dedicated them .
72,embed,local,1,b,male,none,none,husbands,boys,dedicated,them,The husbands said that the boys dedicated them . <eos>,The husbands said that the boys dedicated them .
72,embed,local,1,a,female,none,none,girls,wives,dedicated,them,The girls said that the wives dedicated them . <eos>,The girls said that the wives dedicated them .
72,embed,local,1,b,female,none,none,wives,girls,dedicated,them,The wives said that the girls dedicated them . <eos>,The wives said that the girls dedicated them .
72,embed,local,1,a,male,nonlocal_subj,number,boy,husbands,dedicated,them,The boy said that the husbands dedicated them . <eos>,The boy said that the husbands dedicated them .
72,embed,local,1,b,male,nonlocal_subj,number,husband,boys,dedicated,them,The husband said that the boys dedicated them . <eos>,The husband said that the boys dedicated them .
72,embed,local,1,a,female,nonlocal_subj,number,girl,wives,dedicated,them,The girl said that the wives dedicated them . <eos>,The girl said that the wives dedicated them .
72,embed,local,1,b,female,nonlocal_subj,number,wife,girls,dedicated,them,The wife said that the girls dedicated them . <eos>,The wife said that the girls dedicated them .
72,embed,nonlocal,0,a,male,local_subj,number,boys,husband,dedicated,them,The boys said that the husband dedicated them . <eos>,The boys said that the husband dedicated them .
72,embed,nonlocal,0,b,male,local_subj,number,husbands,boy,dedicated,them,The husbands said that the boy dedicated them . <eos>,The husbands said that the boy dedicated them .
72,embed,nonlocal,0,a,female,local_subj,number,girls,wife,dedicated,them,The girls said that the wife dedicated them . <eos>,The girls said that the wife dedicated them .
72,embed,nonlocal,0,b,female,local_subj,number,wives,girl,dedicated,them,The wives said that the girl dedicated them . <eos>,The wives said that the girl dedicated them .
73,embed,local,1,a,male,none,none,boys,husbands,declared,them,The boys said that the husbands declared them . <eos>,The boys said that the husbands declared them .
73,embed,local,1,b,male,none,none,husbands,boys,declared,them,The husbands said that the boys declared them . <eos>,The husbands said that the boys declared them .
73,embed,local,1,a,female,none,none,girls,wives,declared,them,The girls said that the wives declared them . <eos>,The girls said that the wives declared them .
73,embed,local,1,b,female,none,none,wives,girls,declared,them,The wives said that the girls declared them . <eos>,The wives said that the girls declared them .
73,embed,local,1,a,male,nonlocal_subj,number,boy,husbands,declared,them,The boy said that the husbands declared them . <eos>,The boy said that the husbands declared them .
73,embed,local,1,b,male,nonlocal_subj,number,husband,boys,declared,them,The husband said that the boys declared them . <eos>,The husband said that the boys declared them .
73,embed,local,1,a,female,nonlocal_subj,number,girl,wives,declared,them,The girl said that the wives declared them . <eos>,The girl said that the wives declared them .
