,item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,rc_subj,local_sub,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
3200,57,admired,embed,local,1,a,rc_subj,number,mechanic,senators,hurt,himself,The mechanic that the senators admired hurt himself . <eos>,The mechanic that the senators admired hurt himself .,the mechanic that the senators admired hurt ***mask*** .,10.626521208077792
3201,57,admired,embed,local,1,b,rc_subj,number,senator,mechanics,hurt,himself,The senator that the mechanics admired hurt himself . <eos>,The senator that the mechanics admired hurt himself .,the senator that the mechanics admired hurt ***mask*** .,8.314604004106721
3202,57,admired,embed,local,1,c,rc_subj,number,banker,senators,hurt,himself,The banker that the senators admired hurt himself . <eos>,The banker that the senators admired hurt himself .,the banker that the senators admired hurt ***mask*** .,10.068132282808545
3203,57,admired,embed,local,1,d,rc_subj,number,senator,bankers,hurt,himself,The senator that the bankers admired hurt himself . <eos>,The senator that the bankers admired hurt himself .,the senator that the bankers admired hurt ***mask*** .,8.352221119253363
3204,58,admired,embed,local,1,a,none,none,mechanic,senator,injured,himself,The mechanic that the senator admired injured himself . <eos>,The mechanic that the senator admired injured himself .,the mechanic that the senator admired injured ***mask*** .,4.0918274879949355
3205,58,admired,embed,local,1,b,none,none,senator,mechanic,injured,himself,The senator that the mechanic admired injured himself . <eos>,The senator that the mechanic admired injured himself .,the senator that the mechanic admired injured ***mask*** .,3.4725688119639315
3206,58,admired,embed,local,1,c,none,none,banker,senator,injured,himself,The banker that the senator admired injured himself . <eos>,The banker that the senator admired injured himself .,the banker that the senator admired injured ***mask*** .,5.959160812653575
3207,58,admired,embed,local,1,d,none,none,senator,banker,injured,himself,The senator that the banker admired injured himself . <eos>,The senator that the banker admired injured himself .,the senator that the banker admired injured ***mask*** .,3.8684033041928094
3208,58,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,injured,himself,The mechanics that the senator admired injured himself . <eos>,The mechanics that the senator admired injured himself .,the mechanics that the senator admired injured ***mask*** .,6.754969045742256
3209,58,admired,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,injured,himself,The senators that the mechanic admired injured himself . <eos>,The senators that the mechanic admired injured himself .,the senators that the mechanic admired injured ***mask*** .,4.7069311455316685
3210,58,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,injured,himself,The bankers that the senator admired injured himself . <eos>,The bankers that the senator admired injured himself .,the bankers that the senator admired injured ***mask*** .,7.709259169260801
3211,58,admired,embed,nonlocal,0,d,matrix_subj,number,senators,banker,injured,himself,The senators that the banker admired injured himself . <eos>,The senators that the banker admired injured himself .,the senators that the banker admired injured ***mask*** .,5.956433802904667
3212,58,admired,embed,local,1,a,rc_subj,number,mechanic,senators,injured,himself,The mechanic that the senators admired injured himself . <eos>,The mechanic that the senators admired injured himself .,the mechanic that the senators admired injured ***mask*** .,4.484920770994151
3213,58,admired,embed,local,1,b,rc_subj,number,senator,mechanics,injured,himself,The senator that the mechanics admired injured himself . <eos>,The senator that the mechanics admired injured himself .,the senator that the mechanics admired injured ***mask*** .,4.77900829547738
3214,58,admired,embed,local,1,c,rc_subj,number,banker,senators,injured,himself,The banker that the senators admired injured himself . <eos>,The banker that the senators admired injured himself .,the banker that the senators admired injured ***mask*** .,6.725783533114042
3215,58,admired,embed,local,1,d,rc_subj,number,senator,bankers,injured,himself,The senator that the bankers admired injured himself . <eos>,The senator that the bankers admired injured himself .,the senator that the bankers admired injured ***mask*** .,4.80674807993322
3216,59,admired,embed,local,1,a,none,none,mechanic,senator,congratulated,himself,The mechanic that the senator admired congratulated himself . <eos>,The mechanic that the senator admired congratulated himself .,the mechanic that the senator admired congratulated ***mask*** .,7.260837350214347
3217,59,admired,embed,local,1,b,none,none,senator,mechanic,congratulated,himself,The senator that the mechanic admired congratulated himself . <eos>,The senator that the mechanic admired congratulated himself .,the senator that the mechanic admired congratulated ***mask*** .,6.62615404987838
3218,59,admired,embed,local,1,c,none,none,banker,senator,congratulated,himself,The banker that the senator admired congratulated himself . <eos>,The banker that the senator admired congratulated himself .,the banker that the senator admired congratulated ***mask*** .,7.603350800006605
3219,59,admired,embed,local,1,d,none,none,senator,banker,congratulated,himself,The senator that the banker admired congratulated himself . <eos>,The senator that the banker admired congratulated himself .,the senator that the banker admired congratulated ***mask*** .,6.6376201650793005
3220,59,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,congratulated,himself,The mechanics that the senator admired congratulated himself . <eos>,The mechanics that the senator admired congratulated himself .,the mechanics that the senator admired congratulated ***mask*** .,8.384150270088893
3221,59,admired,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,congratulated,himself,The senators that the mechanic admired congratulated himself . <eos>,The senators that the mechanic admired congratulated himself .,the senators that the mechanic admired congratulated ***mask*** .,9.002265499496039
3222,59,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,congratulated,himself,The bankers that the senator admired congratulated himself . <eos>,The bankers that the senator admired congratulated himself .,the bankers that the senator admired congratulated ***mask*** .,9.157471255288
3223,59,admired,embed,nonlocal,0,d,matrix_subj,number,senators,banker,congratulated,himself,The senators that the banker admired congratulated himself . <eos>,The senators that the banker admired congratulated himself .,the senators that the banker admired congratulated ***mask*** .,9.60096529894483
3224,59,admired,embed,local,1,a,rc_subj,number,mechanic,senators,congratulated,himself,The mechanic that the senators admired congratulated himself . <eos>,The mechanic that the senators admired congratulated himself .,the mechanic that the senators admired congratulated ***mask*** .,8.46509101241569
3225,59,admired,embed,local,1,b,rc_subj,number,senator,mechanics,congratulated,himself,The senator that the mechanics admired congratulated himself . <eos>,The senator that the mechanics admired congratulated himself .,the senator that the mechanics admired congratulated ***mask*** .,6.989864460779983
3226,59,admired,embed,local,1,c,rc_subj,number,banker,senators,congratulated,himself,The banker that the senators admired congratulated himself . <eos>,The banker that the senators admired congratulated himself .,the banker that the senators admired congratulated ***mask*** .,8.084943250339624
3227,59,admired,embed,local,1,d,rc_subj,number,senator,bankers,congratulated,himself,The senator that the bankers admired congratulated himself . <eos>,The senator that the bankers admired congratulated himself .,the senator that the bankers admired congratulated ***mask*** .,7.211533958070077
3228,60,admired,embed,local,1,a,none,none,mechanic,senator,embarrassed,himself,The mechanic that the senator admired embarrassed himself . <eos>,The mechanic that the senator admired embarrassed himself .,the mechanic that the senator admired embarrassed ***mask*** .,10.69709742298668
3229,60,admired,embed,local,1,b,none,none,senator,mechanic,embarrassed,himself,The senator that the mechanic admired embarrassed himself . <eos>,The senator that the mechanic admired embarrassed himself .,the senator that the mechanic admired embarrassed ***mask*** .,8.86615445905659
3230,60,admired,embed,local,1,c,none,none,banker,senator,embarrassed,himself,The banker that the senator admired embarrassed himself . <eos>,The banker that the senator admired embarrassed himself .,the banker that the senator admired embarrassed ***mask*** .,10.47163472211542
3231,60,admired,embed,local,1,d,none,none,senator,banker,embarrassed,himself,The senator that the banker admired embarrassed himself . <eos>,The senator that the banker admired embarrassed himself .,the senator that the banker admired embarrassed ***mask*** .,9.40183331675342
3232,60,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,embarrassed,himself,The mechanics that the senator admired embarrassed himself . <eos>,The mechanics that the senator admired embarrassed himself .,the mechanics that the senator admired embarrassed ***mask*** .,10.33831778765312
3233,60,admired,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,embarrassed,himself,The senators that the mechanic admired embarrassed himself . <eos>,The senators that the mechanic admired embarrassed himself .,the senators that the mechanic admired embarrassed ***mask*** .,9.560933350274569
3234,60,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,embarrassed,himself,The bankers that the senator admired embarrassed himself . <eos>,The bankers that the senator admired embarrassed himself .,the bankers that the senator admired embarrassed ***mask*** .,10.545954036142367
3235,60,admired,embed,nonlocal,0,d,matrix_subj,number,senators,banker,embarrassed,himself,The senators that the banker admired embarrassed himself . <eos>,The senators that the banker admired embarrassed himself .,the senators that the banker admired embarrassed ***mask*** .,10.392938505183436
3236,60,admired,embed,local,1,a,rc_subj,number,mechanic,senators,embarrassed,himself,The mechanic that the senators admired embarrassed himself . <eos>,The mechanic that the senators admired embarrassed himself .,the mechanic that the senators admired embarrassed ***mask*** .,11.814683843667517
3237,60,admired,embed,local,1,b,rc_subj,number,senator,mechanics,embarrassed,himself,The senator that the mechanics admired embarrassed himself . <eos>,The senator that the mechanics admired embarrassed himself .,the senator that the mechanics admired embarrassed ***mask*** .,9.133657550344333
3238,60,admired,embed,local,1,c,rc_subj,number,banker,senators,embarrassed,himself,The banker that the senators admired embarrassed himself . <eos>,The banker that the senators admired embarrassed himself .,the banker that the senators admired embarrassed ***mask*** .,11.252435345401873
3239,60,admired,embed,local,1,d,rc_subj,number,senator,bankers,embarrassed,himself,The senator that the bankers admired embarrassed himself . <eos>,The senator that the bankers admired embarrassed himself .,the senator that the bankers admired embarrassed ***mask*** .,9.926085472642015
3240,61,admired,embed,local,1,a,none,none,mechanic,senator,disguised,himself,The mechanic that the senator admired disguised himself . <eos>,The mechanic that the senator admired disguised himself .,the mechanic that the senator admired disguised ***mask*** .,1.0526066943453685
3241,61,admired,embed,local,1,b,none,none,senator,mechanic,disguised,himself,The senator that the mechanic admired disguised himself . <eos>,The senator that the mechanic admired disguised himself .,the senator that the mechanic admired disguised ***mask*** .,0.4342487266242878
3242,61,admired,embed,local,1,c,none,none,banker,senator,disguised,himself,The banker that the senator admired disguised himself . <eos>,The banker that the senator admired disguised himself .,the banker that the senator admired disguised ***mask*** .,0.5430296439373579
3243,61,admired,embed,local,1,d,none,none,senator,banker,disguised,himself,The senator that the banker admired disguised himself . <eos>,The senator that the banker admired disguised himself .,the senator that the banker admired disguised ***mask*** .,0.33215539310034126
3244,61,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,disguised,himself,The mechanics that the senator admired disguised himself . <eos>,The mechanics that the senator admired disguised himself .,the mechanics that the senator admired disguised ***mask*** .,5.142957077805681
3245,61,admired,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,disguised,himself,The senators that the mechanic admired disguised himself . <eos>,The senators that the mechanic admired disguised himself .,the senators that the mechanic admired disguised ***mask*** .,5.366923071392099
3246,61,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,disguised,himself,The bankers that the senator admired disguised himself . <eos>,The bankers that the senator admired disguised himself .,the bankers that the senator admired disguised ***mask*** .,4.317216356952615
3247,61,admired,embed,nonlocal,0,d,matrix_subj,number,senators,banker,disguised,himself,The senators that the banker admired disguised himself . <eos>,The senators that the banker admired disguised himself .,the senators that the banker admired disguised ***mask*** .,6.334235040584297
3248,61,admired,embed,local,1,a,rc_subj,number,mechanic,senators,disguised,himself,The mechanic that the senators admired disguised himself . <eos>,The mechanic that the senators admired disguised himself .,the mechanic that the senators admired disguised ***mask*** .,2.399848543640076
3249,61,admired,embed,local,1,b,rc_subj,number,senator,mechanics,disguised,himself,The senator that the mechanics admired disguised himself . <eos>,The senator that the mechanics admired disguised himself .,the senator that the mechanics admired disguised ***mask*** .,0.6876431176481077
3250,61,admired,embed,local,1,c,rc_subj,number,banker,senators,disguised,himself,The banker that the senators admired disguised himself . <eos>,The banker that the senators admired disguised himself .,the banker that the senators admired disguised ***mask*** .,0.9652421695700399
3251,61,admired,embed,local,1,d,rc_subj,number,senator,bankers,disguised,himself,The senator that the bankers admired disguised himself . <eos>,The senator that the bankers admired disguised himself .,the senator that the bankers admired disguised ***mask*** .,0.7353201715887929
3252,62,admired,embed,local,1,a,none,none,mechanic,senator,hated,himself,The mechanic that the senator admired hated himself . <eos>,The mechanic that the senator admired hated himself .,the mechanic that the senator admired hated ***mask*** .,8.92895947984865
3253,62,admired,embed,local,1,b,none,none,senator,mechanic,hated,himself,The senator that the mechanic admired hated himself . <eos>,The senator that the mechanic admired hated himself .,the senator that the mechanic admired hated ***mask*** .,8.37117714602642
3254,62,admired,embed,local,1,c,none,none,banker,senator,hated,himself,The banker that the senator admired hated himself . <eos>,The banker that the senator admired hated himself .,the banker that the senator admired hated ***mask*** .,8.855305042074049
3255,62,admired,embed,local,1,d,none,none,senator,banker,hated,himself,The senator that the banker admired hated himself . <eos>,The senator that the banker admired hated himself .,the senator that the banker admired hated ***mask*** .,8.570953441849525
3256,62,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,hated,himself,The mechanics that the senator admired hated himself . <eos>,The mechanics that the senator admired hated himself .,the mechanics that the senator admired hated ***mask*** .,10.018628438443056
3257,62,admired,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,hated,himself,The senators that the mechanic admired hated himself . <eos>,The senators that the mechanic admired hated himself .,the senators that the mechanic admired hated ***mask*** .,11.004680007274258
3258,62,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,hated,himself,The bankers that the senator admired hated himself . <eos>,The bankers that the senator admired hated himself .,the bankers that the senator admired hated ***mask*** .,11.083444414268456
3259,62,admired,embed,nonlocal,0,d,matrix_subj,number,senators,banker,hated,himself,The senators that the banker admired hated himself . <eos>,The senators that the banker admired hated himself .,the senators that the banker admired hated ***mask*** .,12.03781513998068
3260,62,admired,embed,local,1,a,rc_subj,number,mechanic,senators,hated,himself,The mechanic that the senators admired hated himself . <eos>,The mechanic that the senators admired hated himself .,the mechanic that the senators admired hated ***mask*** .,10.148471970984795
3261,62,admired,embed,local,1,b,rc_subj,number,senator,mechanics,hated,himself,The senator that the mechanics admired hated himself . <eos>,The senator that the mechanics admired hated himself .,the senator that the mechanics admired hated ***mask*** .,8.15965588749276
3262,62,admired,embed,local,1,c,rc_subj,number,banker,senators,hated,himself,The banker that the senators admired hated himself . <eos>,The banker that the senators admired hated himself .,the banker that the senators admired hated ***mask*** .,9.590504307974664
3263,62,admired,embed,local,1,d,rc_subj,number,senator,bankers,hated,himself,The senator that the bankers admired hated himself . <eos>,The senator that the bankers admired hated himself .,the senator that the bankers admired hated ***mask*** .,8.549784254282617
3264,63,admired,embed,local,1,a,none,none,mechanic,senator,doubted,himself,The mechanic that the senator admired doubted himself . <eos>,The mechanic that the senator admired doubted himself .,the mechanic that the senator admired doubted ***mask*** .,6.876502467848233
3265,63,admired,embed,local,1,b,none,none,senator,mechanic,doubted,himself,The senator that the mechanic admired doubted himself . <eos>,The senator that the mechanic admired doubted himself .,the senator that the mechanic admired doubted ***mask*** .,8.106662821609145
3266,63,admired,embed,local,1,c,none,none,banker,senator,doubted,himself,The banker that the senator admired doubted himself . <eos>,The banker that the senator admired doubted himself .,the banker that the senator admired doubted ***mask*** .,7.688189195620039
3267,63,admired,embed,local,1,d,none,none,senator,banker,doubted,himself,The senator that the banker admired doubted himself . <eos>,The senator that the banker admired doubted himself .,the senator that the banker admired doubted ***mask*** .,7.894137357527519
3268,63,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,doubted,himself,The mechanics that the senator admired doubted himself . <eos>,The mechanics that the senator admired doubted himself .,the mechanics that the senator admired doubted ***mask*** .,8.248505485534078
3269,63,admired,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,doubted,himself,The senators that the mechanic admired doubted himself . <eos>,The senators that the mechanic admired doubted himself .,the senators that the mechanic admired doubted ***mask*** .,8.779099488520368
3270,63,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,doubted,himself,The bankers that the senator admired doubted himself . <eos>,The bankers that the senator admired doubted himself .,the bankers that the senator admired doubted ***mask*** .,8.79661032268117
3271,63,admired,embed,nonlocal,0,d,matrix_subj,number,senators,banker,doubted,himself,The senators that the banker admired doubted himself . <eos>,The senators that the banker admired doubted himself .,the senators that the banker admired doubted ***mask*** .,9.002607031355494
3272,63,admired,embed,local,1,a,rc_subj,number,mechanic,senators,doubted,himself,The mechanic that the senators admired doubted himself . <eos>,The mechanic that the senators admired doubted himself .,the mechanic that the senators admired doubted ***mask*** .,7.315536115654172
3273,63,admired,embed,local,1,b,rc_subj,number,senator,mechanics,doubted,himself,The senator that the mechanics admired doubted himself . <eos>,The senator that the mechanics admired doubted himself .,the senator that the mechanics admired doubted ***mask*** .,8.187296222915695
3274,63,admired,embed,local,1,c,rc_subj,number,banker,senators,doubted,himself,The banker that the senators admired doubted himself . <eos>,The banker that the senators admired doubted himself .,the banker that the senators admired doubted ***mask*** .,7.542320415786227
3275,63,admired,embed,local,1,d,rc_subj,number,senator,bankers,doubted,himself,The senator that the bankers admired doubted himself . <eos>,The senator that the bankers admired doubted himself .,the senator that the bankers admired doubted ***mask*** .,8.177971604958561
3276,64,admired,embed,local,1,a,none,none,mechanic,consultant,hurt,himself,The mechanic that the consultant admired hurt himself . <eos>,The mechanic that the consultant admired hurt himself .,the mechanic that the consultant admired hurt ***mask*** .,8.680449011599915
3277,64,admired,embed,local,1,b,none,none,consultant,mechanic,hurt,himself,The consultant that the mechanic admired hurt himself . <eos>,The consultant that the mechanic admired hurt himself .,the consultant that the mechanic admired hurt ***mask*** .,8.773711883529764
3278,64,admired,embed,local,1,c,none,none,banker,consultant,hurt,himself,The banker that the consultant admired hurt himself . <eos>,The banker that the consultant admired hurt himself .,the banker that the consultant admired hurt ***mask*** .,9.144369846340698
3279,64,admired,embed,local,1,d,none,none,consultant,banker,hurt,himself,The consultant that the banker admired hurt himself . <eos>,The consultant that the banker admired hurt himself .,the consultant that the banker admired hurt ***mask*** .,8.979342146560782
3280,64,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,consultant,hurt,himself,The mechanics that the consultant admired hurt himself . <eos>,The mechanics that the consultant admired hurt himself .,the mechanics that the consultant admired hurt ***mask*** .,9.359622656143754
3281,64,admired,embed,nonlocal,0,b,matrix_subj,number,consultants,mechanic,hurt,himself,The consultants that the mechanic admired hurt himself . <eos>,The consultants that the mechanic admired hurt himself .,the consultants that the mechanic admired hurt ***mask*** .,9.090987278288296
3282,64,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,consultant,hurt,himself,The bankers that the consultant admired hurt himself . <eos>,The bankers that the consultant admired hurt himself .,the bankers that the consultant admired hurt ***mask*** .,9.848921661214563
3283,64,admired,embed,nonlocal,0,d,matrix_subj,number,consultants,banker,hurt,himself,The consultants that the banker admired hurt himself . <eos>,The consultants that the banker admired hurt himself .,the consultants that the banker admired hurt ***mask*** .,9.384955495405537
3284,64,admired,embed,local,1,a,rc_subj,number,mechanic,consultants,hurt,himself,The mechanic that the consultants admired hurt himself . <eos>,The mechanic that the consultants admired hurt himself .,the mechanic that the consultants admired hurt ***mask*** .,8.338968607149278
3285,64,admired,embed,local,1,b,rc_subj,number,consultant,mechanics,hurt,himself,The consultant that the mechanics admired hurt himself . <eos>,The consultant that the mechanics admired hurt himself .,the consultant that the mechanics admired hurt ***mask*** .,8.626518951216326
3286,64,admired,embed,local,1,c,rc_subj,number,banker,consultants,hurt,himself,The banker that the consultants admired hurt himself . <eos>,The banker that the consultants admired hurt himself .,the banker that the consultants admired hurt ***mask*** .,9.037501444442803
3287,64,admired,embed,local,1,d,rc_subj,number,consultant,bankers,hurt,himself,The consultant that the bankers admired hurt himself . <eos>,The consultant that the bankers admired hurt himself .,the consultant that the bankers admired hurt ***mask*** .,9.294749516570757
3288,65,admired,embed,local,1,a,none,none,mechanic,consultant,injured,himself,The mechanic that the consultant admired injured himself . <eos>,The mechanic that the consultant admired injured himself .,the mechanic that the consultant admired injured ***mask*** .,2.488203319345793
3289,65,admired,embed,local,1,b,none,none,consultant,mechanic,injured,himself,The consultant that the mechanic admired injured himself . <eos>,The consultant that the mechanic admired injured himself .,the consultant that the mechanic admired injured ***mask*** .,4.117509189550959
3290,65,admired,embed,local,1,c,none,none,banker,consultant,injured,himself,The banker that the consultant admired injured himself . <eos>,The banker that the consultant admired injured himself .,the banker that the consultant admired injured ***mask*** .,6.144202582606179
3291,65,admired,embed,local,1,d,none,none,consultant,banker,injured,himself,The consultant that the banker admired injured himself . <eos>,The consultant that the banker admired injured himself .,the consultant that the banker admired injured ***mask*** .,4.6835275911998036
3292,65,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,consultant,injured,himself,The mechanics that the consultant admired injured himself . <eos>,The mechanics that the consultant admired injured himself .,the mechanics that the consultant admired injured ***mask*** .,5.901281475415424
3293,65,admired,embed,nonlocal,0,b,matrix_subj,number,consultants,mechanic,injured,himself,The consultants that the mechanic admired injured himself . <eos>,The consultants that the mechanic admired injured himself .,the consultants that the mechanic admired injured ***mask*** .,5.00858610765504
3294,65,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,consultant,injured,himself,The bankers that the consultant admired injured himself . <eos>,The bankers that the consultant admired injured himself .,the bankers that the consultant admired injured ***mask*** .,5.813482652835819
3295,65,admired,embed,nonlocal,0,d,matrix_subj,number,consultants,banker,injured,himself,The consultants that the banker admired injured himself . <eos>,The consultants that the banker admired injured himself .,the consultants that the banker admired injured ***mask*** .,5.740651242693539
3296,65,admired,embed,local,1,a,rc_subj,number,mechanic,consultants,injured,himself,The mechanic that the consultants admired injured himself . <eos>,The mechanic that the consultants admired injured himself .,the mechanic that the consultants admired injured ***mask*** .,2.166130126175261
3297,65,admired,embed,local,1,b,rc_subj,number,consultant,mechanics,injured,himself,The consultant that the mechanics admired injured himself . <eos>,The consultant that the mechanics admired injured himself .,the consultant that the mechanics admired injured ***mask*** .,5.036752875703364
3298,65,admired,embed,local,1,c,rc_subj,number,banker,consultants,injured,himself,The banker that the consultants admired injured himself . <eos>,The banker that the consultants admired injured himself .,the banker that the consultants admired injured ***mask*** .,7.348723150619506
3299,65,admired,embed,local,1,d,rc_subj,number,consultant,bankers,injured,himself,The consultant that the bankers admired injured himself . <eos>,The consultant that the bankers admired injured himself .,the consultant that the bankers admired injured ***mask*** .,5.2300707756034726
3300,66,admired,embed,local,1,a,none,none,mechanic,consultant,congratulated,himself,The mechanic that the consultant admired congratulated himself . <eos>,The mechanic that the consultant admired congratulated himself .,the mechanic that the consultant admired congratulated ***mask*** .,6.916601344772957
3301,66,admired,embed,local,1,b,none,none,consultant,mechanic,congratulated,himself,The consultant that the mechanic admired congratulated himself . <eos>,The consultant that the mechanic admired congratulated himself .,the consultant that the mechanic admired congratulated ***mask*** .,7.303562174786013
3302,66,admired,embed,local,1,c,none,none,banker,consultant,congratulated,himself,The banker that the consultant admired congratulated himself . <eos>,The banker that the consultant admired congratulated himself .,the banker that the consultant admired congratulated ***mask*** .,7.468770264048791
3303,66,admired,embed,local,1,d,none,none,consultant,banker,congratulated,himself,The consultant that the banker admired congratulated himself . <eos>,The consultant that the banker admired congratulated himself .,the consultant that the banker admired congratulated ***mask*** .,7.451456744121385
3304,66,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,consultant,congratulated,himself,The mechanics that the consultant admired congratulated himself . <eos>,The mechanics that the consultant admired congratulated himself .,the mechanics that the consultant admired congratulated ***mask*** .,8.332683227200747
3305,66,admired,embed,nonlocal,0,b,matrix_subj,number,consultants,mechanic,congratulated,himself,The consultants that the mechanic admired congratulated himself . <eos>,The consultants that the mechanic admired congratulated himself .,the consultants that the mechanic admired congratulated ***mask*** .,7.901583771498564
3306,66,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,consultant,congratulated,himself,The bankers that the consultant admired congratulated himself . <eos>,The bankers that the consultant admired congratulated himself .,the bankers that the consultant admired congratulated ***mask*** .,9.217736903732531
3307,66,admired,embed,nonlocal,0,d,matrix_subj,number,consultants,banker,congratulated,himself,The consultants that the banker admired congratulated himself . <eos>,The consultants that the banker admired congratulated himself .,the consultants that the banker admired congratulated ***mask*** .,8.305832052251175
3308,66,admired,embed,local,1,a,rc_subj,number,mechanic,consultants,congratulated,himself,The mechanic that the consultants admired congratulated himself . <eos>,The mechanic that the consultants admired congratulated himself .,the mechanic that the consultants admired congratulated ***mask*** .,6.664538766767076
3309,66,admired,embed,local,1,b,rc_subj,number,consultant,mechanics,congratulated,himself,The consultant that the mechanics admired congratulated himself . <eos>,The consultant that the mechanics admired congratulated himself .,the consultant that the mechanics admired congratulated ***mask*** .,7.5377772093372535
3310,66,admired,embed,local,1,c,rc_subj,number,banker,consultants,congratulated,himself,The banker that the consultants admired congratulated himself . <eos>,The banker that the consultants admired congratulated himself .,the banker that the consultants admired congratulated ***mask*** .,7.0787827550403195
3311,66,admired,embed,local,1,d,rc_subj,number,consultant,bankers,congratulated,himself,The consultant that the bankers admired congratulated himself . <eos>,The consultant that the bankers admired congratulated himself .,the consultant that the bankers admired congratulated ***mask*** .,8.10572380330257
3312,67,admired,embed,local,1,a,none,none,mechanic,consultant,embarrassed,himself,The mechanic that the consultant admired embarrassed himself . <eos>,The mechanic that the consultant admired embarrassed himself .,the mechanic that the consultant admired embarrassed ***mask*** .,10.06953858282543
3313,67,admired,embed,local,1,b,none,none,consultant,mechanic,embarrassed,himself,The consultant that the mechanic admired embarrassed himself . <eos>,The consultant that the mechanic admired embarrassed himself .,the consultant that the mechanic admired embarrassed ***mask*** .,9.38641722979793
3314,67,admired,embed,local,1,c,none,none,banker,consultant,embarrassed,himself,The banker that the consultant admired embarrassed himself . <eos>,The banker that the consultant admired embarrassed himself .,the banker that the consultant admired embarrassed ***mask*** .,10.126246695079754
3315,67,admired,embed,local,1,d,none,none,consultant,banker,embarrassed,himself,The consultant that the banker admired embarrassed himself . <eos>,The consultant that the banker admired embarrassed himself .,the consultant that the banker admired embarrassed ***mask*** .,9.949188980339823
3316,67,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,consultant,embarrassed,himself,The mechanics that the consultant admired embarrassed himself . <eos>,The mechanics that the consultant admired embarrassed himself .,the mechanics that the consultant admired embarrassed ***mask*** .,10.009381910120249
3317,67,admired,embed,nonlocal,0,b,matrix_subj,number,consultants,mechanic,embarrassed,himself,The consultants that the mechanic admired embarrassed himself . <eos>,The consultants that the mechanic admired embarrassed himself .,the consultants that the mechanic admired embarrassed ***mask*** .,9.583120023725726
3318,67,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,consultant,embarrassed,himself,The bankers that the consultant admired embarrassed himself . <eos>,The bankers that the consultant admired embarrassed himself .,the bankers that the consultant admired embarrassed ***mask*** .,10.293086057324961
3319,67,admired,embed,nonlocal,0,d,matrix_subj,number,consultants,banker,embarrassed,himself,The consultants that the banker admired embarrassed himself . <eos>,The consultants that the banker admired embarrassed himself .,the consultants that the banker admired embarrassed ***mask*** .,10.15302459243036
3320,67,admired,embed,local,1,a,rc_subj,number,mechanic,consultants,embarrassed,himself,The mechanic that the consultants admired embarrassed himself . <eos>,The mechanic that the consultants admired embarrassed himself .,the mechanic that the consultants admired embarrassed ***mask*** .,10.651549273071648
3321,67,admired,embed,local,1,b,rc_subj,number,consultant,mechanics,embarrassed,himself,The consultant that the mechanics admired embarrassed himself . <eos>,The consultant that the mechanics admired embarrassed himself .,the consultant that the mechanics admired embarrassed ***mask*** .,9.792684148632798
3322,67,admired,embed,local,1,c,rc_subj,number,banker,consultants,embarrassed,himself,The banker that the consultants admired embarrassed himself . <eos>,The banker that the consultants admired embarrassed himself .,the banker that the consultants admired embarrassed ***mask*** .,10.61892235057889
3323,67,admired,embed,local,1,d,rc_subj,number,consultant,bankers,embarrassed,himself,The consultant that the bankers admired embarrassed himself . <eos>,The consultant that the bankers admired embarrassed himself .,the consultant that the bankers admired embarrassed ***mask*** .,10.477410926314327
3324,68,admired,embed,local,1,a,none,none,mechanic,consultant,disguised,himself,The mechanic that the consultant admired disguised himself . <eos>,The mechanic that the consultant admired disguised himself .,the mechanic that the consultant admired disguised ***mask*** .,0.45685463324430337
3325,68,admired,embed,local,1,b,none,none,consultant,mechanic,disguised,himself,The consultant that the mechanic admired disguised himself . <eos>,The consultant that the mechanic admired disguised himself .,the consultant that the mechanic admired disguised ***mask*** .,1.4521398469530227
