,item,clause_type,locality,c-command,grammatical,counterbalance,mismatch_position,mismatch_feature,matrix_subj_noun,rc_subj_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
424,71,simple,local,c-command,1,a,rc_subj,number,boy,husbands,called,himself,The boy that the husbands liked called himself . <eos>,The boy that the husbands liked called himself .,the boy that the husbands liked called ***mask*** .,0.04614601915385076
425,71,simple,local,c-command,1,b,rc_subj,number,husband,boys,called,himself,The husband that the boys liked called himself . <eos>,The husband that the boys liked called himself .,the husband that the boys liked called ***mask*** .,0.023329104840452957
426,72,simple,local,c-command,1,a,none,none,boy,husband,dedicated,himself,The boy that the husband liked dedicated himself . <eos>,The boy that the husband liked dedicated himself .,the boy that the husband liked dedicated ***mask*** .,0.06308308345381568
427,72,simple,local,c-command,1,b,none,none,husband,boy,dedicated,himself,The husband that the boy liked dedicated himself . <eos>,The husband that the boy liked dedicated himself .,the husband that the boy liked dedicated ***mask*** .,0.13992485608035193
428,72,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,dedicated,himself,The boys that the husband liked dedicated himself . <eos>,The boys that the husband liked dedicated himself .,the boys that the husband liked dedicated ***mask*** .,0.29936334043452617
429,72,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,dedicated,himself,The husbands that the boy liked dedicated himself . <eos>,The husbands that the boy liked dedicated himself .,the husbands that the boy liked dedicated ***mask*** .,0.07528508031644031
430,72,simple,local,c-command,1,a,rc_subj,number,boy,husbands,dedicated,himself,The boy that the husbands liked dedicated himself . <eos>,The boy that the husbands liked dedicated himself .,the boy that the husbands liked dedicated ***mask*** .,0.30690116337500545
431,72,simple,local,c-command,1,b,rc_subj,number,husband,boys,dedicated,himself,The husband that the boys liked dedicated himself . <eos>,The husband that the boys liked dedicated himself .,the husband that the boys liked dedicated ***mask*** .,0.42842979850201823
432,73,simple,local,c-command,1,a,none,none,boy,husband,declared,himself,The boy that the husband liked declared himself . <eos>,The boy that the husband liked declared himself .,the boy that the husband liked declared ***mask*** .,0.00029997197031340694
433,73,simple,local,c-command,1,b,none,none,husband,boy,declared,himself,The husband that the boy liked declared himself . <eos>,The husband that the boy liked declared himself .,the husband that the boy liked declared ***mask*** .,0.00017184126298748747
434,73,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,declared,himself,The boys that the husband liked declared himself . <eos>,The boys that the husband liked declared himself .,the boys that the husband liked declared ***mask*** .,0.005672338259036403
435,73,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,declared,himself,The husbands that the boy liked declared himself . <eos>,The husbands that the boy liked declared himself .,the husbands that the boy liked declared ***mask*** .,0.0035926285218051772
436,73,simple,local,c-command,1,a,rc_subj,number,boy,husbands,declared,himself,The boy that the husbands liked declared himself . <eos>,The boy that the husbands liked declared himself .,the boy that the husbands liked declared ***mask*** .,0.00046870384962575707
437,73,simple,local,c-command,1,b,rc_subj,number,husband,boys,declared,himself,The husband that the boys liked declared himself . <eos>,The husband that the boys liked declared himself .,the husband that the boys liked declared ***mask*** .,0.00021647922877176667
438,74,simple,local,c-command,1,a,none,none,boy,husband,proved,himself,The boy that the husband liked proved himself . <eos>,The boy that the husband liked proved himself .,the boy that the husband liked proved ***mask*** .,0.00523305725463102
439,74,simple,local,c-command,1,b,none,none,husband,boy,proved,himself,The husband that the boy liked proved himself . <eos>,The husband that the boy liked proved himself .,the husband that the boy liked proved ***mask*** .,0.006587744855911499
440,74,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,proved,himself,The boys that the husband liked proved himself . <eos>,The boys that the husband liked proved himself .,the boys that the husband liked proved ***mask*** .,0.02686362981518739
441,74,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,proved,himself,The husbands that the boy liked proved himself . <eos>,The husbands that the boy liked proved himself .,the husbands that the boy liked proved ***mask*** .,0.03501956510529427
442,74,simple,local,c-command,1,a,rc_subj,number,boy,husbands,proved,himself,The boy that the husbands liked proved himself . <eos>,The boy that the husbands liked proved himself .,the boy that the husbands liked proved ***mask*** .,0.006250297302640068
443,74,simple,local,c-command,1,b,rc_subj,number,husband,boys,proved,himself,The husband that the boys liked proved himself . <eos>,The husband that the boys liked proved himself .,the husband that the boys liked proved ***mask*** .,0.010510009754513685
444,75,simple,local,c-command,1,a,none,none,boy,husband,shot,himself,The boy that the husband liked shot himself . <eos>,The boy that the husband liked shot himself .,the boy that the husband liked shot ***mask*** .,0.001032295435424107
445,75,simple,local,c-command,1,b,none,none,husband,boy,shot,himself,The husband that the boy liked shot himself . <eos>,The husband that the boy liked shot himself .,the husband that the boy liked shot ***mask*** .,0.0029896778035891254
446,75,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,shot,himself,The boys that the husband liked shot himself . <eos>,The boys that the husband liked shot himself .,the boys that the husband liked shot ***mask*** .,0.006128157255131167
447,75,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,shot,himself,The husbands that the boy liked shot himself . <eos>,The husbands that the boy liked shot himself .,the husbands that the boy liked shot ***mask*** .,0.01707447900860191
448,75,simple,local,c-command,1,a,rc_subj,number,boy,husbands,shot,himself,The boy that the husbands liked shot himself . <eos>,The boy that the husbands liked shot himself .,the boy that the husbands liked shot ***mask*** .,0.0030477569516571402
449,75,simple,local,c-command,1,b,rc_subj,number,husband,boys,shot,himself,The husband that the boys liked shot himself . <eos>,The husband that the boys liked shot himself .,the husband that the boys liked shot ***mask*** .,0.006512732796801181
