,item,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
437,73,embed,nonlocal,0,b,local_subj,number,wife,girls,declared,herself,The wife said that the girls declared herself . <eos>,The wife said that the girls declared herself .,the wife said that the girls declared ***mask*** .,0.0018370855889564594
438,74,embed,local,1,a,none,none,girl,wife,proved,herself,The girl said that the wife proved herself . <eos>,The girl said that the wife proved herself .,the girl said that the wife proved ***mask*** .,0.000316217773817224
439,74,embed,local,1,b,none,none,wife,girl,proved,herself,The wife said that the girl proved herself . <eos>,The wife said that the girl proved herself .,the wife said that the girl proved ***mask*** .,0.00014771881416907338
440,74,embed,local,1,a,nonlocal_subj,number,girls,wife,proved,herself,The girls said that the wife proved herself . <eos>,The girls said that the wife proved herself .,the girls said that the wife proved ***mask*** .,0.0006349269815957166
441,74,embed,local,1,b,nonlocal_subj,number,wives,girl,proved,herself,The wives said that the girl proved herself . <eos>,The wives said that the girl proved herself .,the wives said that the girl proved ***mask*** .,0.00019838756291922944
442,74,embed,nonlocal,0,a,local_subj,number,girl,wives,proved,herself,The girl said that the wives proved herself . <eos>,The girl said that the wives proved herself .,the girl said that the wives proved ***mask*** .,0.0033693862141663234
443,74,embed,nonlocal,0,b,local_subj,number,wife,girls,proved,herself,The wife said that the girls proved herself . <eos>,The wife said that the girls proved herself .,the wife said that the girls proved ***mask*** .,0.0008569150919620589
444,75,embed,local,1,a,none,none,girl,wife,shot,herself,The girl said that the wife shot herself . <eos>,The girl said that the wife shot herself .,the girl said that the wife shot ***mask*** .,0.0002769593262774967
445,75,embed,local,1,b,none,none,wife,girl,shot,herself,The wife said that the girl shot herself . <eos>,The wife said that the girl shot herself .,the wife said that the girl shot ***mask*** .,0.0001582360359020595
446,75,embed,local,1,a,nonlocal_subj,number,girls,wife,shot,herself,The girls said that the wife shot herself . <eos>,The girls said that the wife shot herself .,the girls said that the wife shot ***mask*** .,0.00034299763135759896
447,75,embed,local,1,b,nonlocal_subj,number,wives,girl,shot,herself,The wives said that the girl shot herself . <eos>,The wives said that the girl shot herself .,the wives said that the girl shot ***mask*** .,0.0003044618304493744
448,75,embed,nonlocal,0,a,local_subj,number,girl,wives,shot,herself,The girl said that the wives shot herself . <eos>,The girl said that the wives shot herself .,the girl said that the wives shot ***mask*** .,0.006894393024876954
449,75,embed,nonlocal,0,b,local_subj,number,wife,girls,shot,herself,The wife said that the girls shot herself . <eos>,The wife said that the girls shot herself .,the wife said that the girls shot ***mask*** .,0.003307884334042123
